,title,company,category,location,created,salary_min,salary_max,contract_type,fixed_contract,limited_contract,contract_undefined
3241,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
3242,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
3243,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
3244,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
3245,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
3246,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
3247,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
3248,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
3249,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
3250,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
3251,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
3252,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
3253,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
3254,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
3255,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
3256,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
3257,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
3258,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
3259,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
3260,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
3261,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
3262,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
3263,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
3264,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
3265,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
3266,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
3267,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
3268,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
3269,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
3270,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
3271,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
3272,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
3273,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
3274,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
3275,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
3276,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
3277,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
3278,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
3279,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
3280,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
3281,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
3282,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
3283,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
3284,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
3285,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
3286,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3287,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3288,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3289,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3290,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3291,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3292,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3293,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3294,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3295,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3296,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3297,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3298,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3299,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3300,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3301,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3302,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3303,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3304,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3305,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3306,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3307,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3308,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3309,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3310,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3311,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3312,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3313,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3314,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3315,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3316,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3317,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3318,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3319,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3320,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3321,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3322,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3323,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3324,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3325,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3326,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3327,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3328,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3329,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3330,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3331,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3332,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3333,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3334,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3335,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3336,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3337,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3338,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3339,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3340,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3341,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3342,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3343,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3344,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3345,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3346,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3347,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3348,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3349,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3350,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3351,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3352,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3353,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3354,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3355,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3356,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3357,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3358,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3359,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3360,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3361,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3362,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3363,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3364,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3365,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
3366,Fullstack Engineer - AI Feature Innovation (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26 18:00:51+00:00,0,0,0,0.0,0.0,1.0
3367,Werkstudent (w/m/d) Recht / Compliance / Datenschutz,Stadtwerke Gütersloh GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-05 23:43:51+00:00,0,0,0,0.0,0.0,1.0
3368,Anwendungsberater (w/m/d) Region Süd,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-03-11 23:52:06+00:00,0,0,0,0.0,0.0,1.0
3369,Embedded Software Engineer (m/w/d),FERCHAU – Connecting People and Technologies,IT-Stellen,"Zwickau, Zwickau (Kreis)",2025-01-01 02:34:38+00:00,0,0,0,0.0,0.0,1.0
3370,Systemberater Betoninstandsetzung und Bodenbeschichtungen (w/m/d),Sto SE & Co. KGaA,IT-Stellen,"Nordrhein-Westfalen, Deutschland",2025-03-17 11:55:36+00:00,0,0,0,0.0,0.0,1.0
3371,Applikationsspezialist Anwendungssupport (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-21 23:59:41+00:00,0,0,0,0.0,0.0,1.0
3372,Java Softwareentwickler (m/w/d) in Dortmund,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Brechten, Dortmund",2025-03-14 19:29:15+00:00,0,0,permanent,1.0,0.0,0.0
3373,SAP ABAP Entwickler (gn),Getriebebau NORD GmbH & Co. KG,IT-Stellen,"Bargteheide, Stormarn (Kreis)",2025-03-20 23:57:45+00:00,0,0,0,0.0,0.0,1.0
3374,DevOps Engineer (m/w/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-03-11 14:40:14+00:00,70000,90000,permanent,1.0,0.0,0.0
