,title,company,category,location,created,salary_min,salary_max,contract_type,fixed_contract,limited_contract,contract_undefined
1017,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1018,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1019,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1020,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1021,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1022,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1023,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1024,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1025,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1026,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1027,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1028,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1029,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1030,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1031,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1032,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1033,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1034,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1035,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1036,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1037,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1038,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1039,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1040,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1041,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1042,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1043,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1044,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1045,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1046,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1047,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1048,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1049,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1050,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1051,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1052,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1053,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1054,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1055,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1056,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1057,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1058,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1059,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1060,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1061,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1062,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1063,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1064,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1065,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1066,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1067,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1068,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1069,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1070,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1071,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1072,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1073,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1074,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1075,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1076,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1077,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1078,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1079,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1080,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1081,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1082,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1083,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1084,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1085,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1086,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1087,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1088,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1089,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1090,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1091,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1092,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1093,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1094,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1095,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1096,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1097,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1098,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1099,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1100,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1101,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1102,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1103,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1104,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1105,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1106,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1107,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1108,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1109,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1110,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1111,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1112,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1113,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1114,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1115,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1116,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1117,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1118,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1119,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1120,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1121,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1122,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1123,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1124,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1125,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1126,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1127,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1128,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1129,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1130,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1131,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1132,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1133,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1134,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1135,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1136,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1137,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1138,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1139,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1140,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1141,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
1142,Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-12-20 14:14:48+00:00,60000,120000,permanent,1.0,0.0,0.0
1143,Anwendungsberater (w/m/d) Region Ost,Stihl Vertriebszentrale AG & Co. KG,IT-Stellen,"Dieburg, Darmstadt-Dieburg (Kreis)",2025-02-13 14:31:36+00:00,0,0,0,0.0,0.0,1.0
1144,Senior Systems Engineer Product Assurance & Maintenance (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2024-11-30 02:08:14+00:00,0,0,0,0.0,0.0,1.0
1145,Senior IT-Sicherheitskoordinator Cloud (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-12 23:51:03+00:00,0,0,0,0.0,0.0,1.0
1146,Application-Owner Collaboration-Plattform - Schwerpunkt Compliance (m/w/d),VDMA e.V.,IT-Stellen,"Frankfurt am Main, Hessen",2025-02-28 11:36:09+00:00,0,0,0,0.0,0.0,1.0
1147,Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02 06:14:18+00:00,0,0,0,0.0,0.0,1.0
1148,System Security Engineer (m/w/d),ATLAS ELEKTRONIK GmbH,IT-Stellen,"Bremen, Deutschland",2025-03-19 23:56:55+00:00,0,0,0,0.0,0.0,1.0
1149,"Werkpolier für Straßen-, Tief- und Kanalbau (m/w/d) in Schleswig",POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31 17:43:18+00:00,0,0,0,0.0,0.0,1.0
