title,company,category,location,created,salary_min,salary_max,contract_type
Technology & Business Architect (m/w/d),Jungheinrich Aktiengesellschaft,IT-Stellen,Deutschland,2025-03-30T13:20:38Z,N/A,N/A,N/A
Industrielackierer (m/w/d),LM-Design GmbH & Co. KG,IT-Stellen,"Vreden, Borken (Kreis)",2025-03-30T03:59:46Z,N/A,N/A,N/A
Head of Information Security (m/w/d),Murrelektronik GmbH,IT-Stellen,Deutschland,2025-03-30T16:05:58Z,N/A,N/A,N/A
Master Data Project Manager (m/f/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2025-03-30T04:06:34Z,N/A,N/A,N/A
IT-Spezialist für Microsoft 365 und PowerApps/PowerAutomate m|w|d,Franz Lohr GmbH,IT-Stellen,"Ravensburg, Ravensburg (Kreis)",2025-03-30T00:12:57Z,N/A,N/A,N/A
Werkstudent / Praktikum / Abschlussarbeit (m/w/d) Softwareentwicklung,BWS Consulting Group GmbH,IT-Stellen,"Wolfsburg, Niedersachsen",2025-03-30T19:58:42Z,N/A,N/A,N/A
Fachinformatikerin Portaladministration des Campusmanagementsystems,Fachhochschule Kiel University of Applied Sciences,IT-Stellen,"Kiel, Schleswig-Holstein",2025-03-30T06:29:22Z,N/A,N/A,N/A
Product Owner - Automatisierung (all genders),Tenhil GmbH & Co. KG,IT-Stellen,"München, München (Kreis)",2025-03-30T05:35:40Z,N/A,N/A,N/A
IT Administrator 1st und 2nd Level Support (m/w/d),LÖWEN ENTERTAINMENT GmbH,IT-Stellen,"Bingen am Rhein, Mainz-Bingen (Kreis)",2025-03-30T12:42:40Z,N/A,N/A,N/A
Informationssicherheitsbeauftragter / ISB (m/w/d),BerlinOnline GmbH,IT-Stellen,"Lichtenberg, Berlin",2025-03-30T10:36:27Z,N/A,N/A,N/A
Werkstudent im Kalibrierlabor (m/w/d),Eppendorf AG,IT-Stellen,"Heidelberg, Baden-Württemberg",2025-03-30T12:00:48Z,N/A,N/A,N/A
Technical Project Manager (m/f/x) Electrical Engineering,Exide Technologies GmbH,IT-Stellen,"Aachen, Aachen (Kreis)",2025-03-30T03:59:46Z,N/A,N/A,N/A
Elektroniker (m/w/d),Lincoln Electric GmbH,IT-Stellen,"Essen, Nordrhein-Westfalen",2025-03-30T12:00:26Z,N/A,N/A,N/A
Projektleiter Medieninstallation (w/m/d),Telefunkenpark Facility GmbH,IT-Stellen,"Heilbronn, Heilbronn (Kreis)",2025-03-30T03:59:46Z,N/A,N/A,N/A
Systemingenieur (m/w/d) DevOps/Integration,PROCITEC GmbH,IT-Stellen,"Pforzheim, Baden-Württemberg",2025-03-30T00:20:01Z,N/A,N/A,N/A
Account Manager (m/w/d) im Vertriebsinnendienst Industrie / SAP SD Key-User (m/w/d),Joseph Dresselhaus GmbH & Co. KG,IT-Stellen,"Lemgo, Lippe (Kreis)",2025-03-30T12:00:25Z,N/A,N/A,N/A
Teamleiter Inbetriebnahme (m/w/d),InSeCoTec GmbH,IT-Stellen,"Dresden, Sachsen",2025-03-30T00:24:15Z,N/A,N/A,N/A
Kfz-Mechatroniker (m/w/d) Pkw Hyundai,Hedin Automotive Services GmbH,IT-Stellen,"Kaiserslautern, Kaiserslautern (Kreis)",2025-03-30T03:59:46Z,N/A,N/A,N/A
IT Solution Architect (f/m/d),50Hertz Transmission GmbH,IT-Stellen,"Berlin, Deutschland",2025-03-30T00:12:59Z,N/A,N/A,N/A
Senior-Berater ERP – Microsoft Dynamics 365 Business Central,MODUS Consult GmbH,IT-Stellen,"Mönchengladbach, Nordrhein-Westfalen",2025-03-30T00:12:56Z,N/A,N/A,N/A
IT Administrator / System Engineer (m/w/d),Baader Bank AG,IT-Stellen,Deutschland,2025-03-30T00:13:29Z,N/A,N/A,N/A
Barrieren durchbrechen - Neue Dimensionen der digitalen Inklusion erforschen,M&M Software,IT-Stellen,"St. Georgen im Schwarzwald, Schwarzwald-Baar-Kreis",2025-03-30T21:04:52Z,N/A,N/A,N/A
Werkstudent Product Owner IT ERP (m/w/d),Fahrrad XXL.de,IT-Stellen,"Bornheim, Frankfurt am Main",2025-03-30T21:33:26Z,N/A,N/A,N/A
Mechatroniker (m/w/d),DEKRA Arbeit GmbH,IT-Stellen,"Renchen, Ortenaukreis",2025-03-30T00:07:06Z,N/A,N/A,N/A
System Engineer Linux (m/w/d) - Linux Systemadministrator,Ratbacher GmbH,IT-Stellen,"Frankfurt am Main, Hessen",2025-03-30T00:20:06Z,N/A,N/A,N/A
Ingenieurin für Rohrleitungs- und Anlagenbau,Akkodis Germany Tech Experts GmbH,IT-Stellen,"Leipzig, Leipzig (Kreis)",2025-03-30T12:00:23Z,N/A,N/A,N/A
Scrum Master (m/w/x),Arvato SE,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-03-30T13:30:42Z,N/A,N/A,N/A
Public Cloud Engineer Schwerpunkt Storage (m/w/d),SIGNAL IDUNA Gruppe,IT-Stellen,"Hamburg, Deutschland",2025-03-30T12:00:24Z,N/A,N/A,N/A
Informatiker als Cloud / Azure Administrator (m/w/d),Rosemarie Eppers GmbH & Co. KG,IT-Stellen,"Saarbrücken, Regionalverband Saarbrücken (Kreis)",2025-03-30T12:00:11Z,N/A,N/A,N/A
Mechatroniker (m/w/d),avitea GmbH,IT-Stellen,"Alte Neustadt, Bremen",2025-03-30T16:26:59Z,N/A,N/A,N/A
"Coordinator (m/w/d) Compliance, Legal & Risk",PSI Software SE Central Functions,IT-Stellen,"Berlin, Deutschland",2025-03-30T00:35:53Z,N/A,N/A,N/A
Werkstudentin Controlling (m/w/d),Alexander Thamm,IT-Stellen,Deutschland,2025-03-30T20:41:53Z,N/A,N/A,N/A
Customer Support Expert (f/d/m),Flowers-Software,IT-Stellen,"München, München (Kreis)",2025-03-30T20:59:47Z,N/A,N/A,N/A
(Senior) Mobile Entwickler Flutter (m/w/d),eQ-3 Entwicklung GmbH,IT-Stellen,"Leer (Ostfriesland), Leer (Kreis)",2025-03-30T04:06:21Z,N/A,N/A,N/A
Softwareentwickler Forschungsdatenmanagement (m/w/d),Technische Universität München Forschungs-Neutronenquelle Heinz Maier-Leibnitz,IT-Stellen,"Garching bei München, München (Kreis)",2025-03-30T13:30:32Z,N/A,N/A,N/A
Mitarbeiter für den Schulsupport (m/w/d),GKD - Gemeinsame Kommunale Datenzentrale Recklinghausen,IT-Stellen,"Recklinghausen, Recklinghausen (Kreis)",2025-03-30T13:30:39Z,N/A,N/A,N/A
Frontend Entwickler (m/w/d) - Frontend Developer Angular,Ratbacher GmbH,IT-Stellen,"Bielefeld, Nordrhein-Westfalen",2025-03-30T13:31:00Z,N/A,N/A,N/A
Cloud Datenbank Architekt (m/w/d),Neue Landbuch GmbH & Co. KG,IT-Stellen,"Verden (Aller), Verden (Kreis)",2025-03-30T05:45:34Z,N/A,N/A,N/A
Werkstudent IT-Projektmanagement Finanzprozesse (m/w/d),Amprion GmbH,IT-Stellen,"Dortmund, Nordrhein-Westfalen",2025-03-30T00:13:43Z,N/A,N/A,N/A
Produktmanager SAP und Kampagnenmanagement (m/w/d),TEAG Thüringer Energie AG,IT-Stellen,"Erfurt, Erfurt (Kreis)",2025-03-30T03:59:44Z,N/A,N/A,N/A
Datenbankentwickler (m/w/d) Oracle APEX,TRIOLOGY GmbH,IT-Stellen,"Braunschweig, Niedersachsen",2025-03-30T12:00:29Z,N/A,N/A,N/A
IT-Systemadministrator (m/w/d),Armbruster W. Teigwarenfabrik GmbH,IT-Stellen,"Griesheim, Offenburg",2025-03-30T05:44:18Z,N/A,N/A,N/A
Operations Manager (m/f/d),Turba AI,IT-Stellen,"Pfaffengrund, Heidelberg",2025-03-30T00:02:50Z,N/A,N/A,N/A
IT-Anwendungsbetreuer (m/w/d),Evangelisches Krankenhaus Wesel GmbH,IT-Stellen,"Obrighoven, Wesel",2025-03-30T20:59:25Z,N/A,N/A,N/A
Embedded Software Developer (m/f/x),Mynaric,IT-Stellen,"München, München (Kreis)",2025-03-30T21:36:54Z,N/A,N/A,N/A
Softwareentwickler Python mit Affinität zum Produktmanagement (m/w/d),LIMETEC Biotechnologies GmbH,IT-Stellen,"Hennigsdorf, Oberhavel (Kreis)",2025-03-30T12:42:29Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
Actuary Reserving P&C (m/f/x),ERGO Group AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-03-30T03:59:46Z,N/A,N/A,N/A
