title,company,category,location,created,salary_min,salary_max,contract_type
CNC Dreher (m/w/d),persona service AG & Co. KG • Niederlassung: Pforzheim,IT-Stellen,"Straubenhardt, Karlsruhe (Kreis)",2025-03-13T06:44:57Z,18,20,N/A
SAP EWM Berater (m/w/d) - Teil der digitalen Transformation,Peak One GmbH,IT-Stellen,"Billwerder, Hamburg",2025-03-05T14:25:38Z,70000,100000,permanent
"Microsoft Dynamics 365 Developer (.Net, C#, HTML5…) - Flexible Working Hours (All Genders)",The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-20T14:14:48Z,60000,120000,permanent
IT-Entwickler Java (m/w/d) in Direktvermittlung,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Barbaraviertel, Neuss",2025-02-17T19:19:01Z,N/A,N/A,permanent
Senior Agile Coach (m/w/d) // Remote möglich,E. Breuninger GmbH & Co.,IT-Stellen,"Stuttgart, Baden-Württemberg",2025-03-20T18:53:03Z,N/A,N/A,N/A
Senior Java Entwickler - 9 Monate - 100% remote - April 2025,RED Global,IT-Stellen,Deutschland,2025-03-11T14:40:17Z,N/A,N/A,contract
Engineering Manager (m/f/d),Enpal B.V.,IT-Stellen,"Berlin, Deutschland",2025-03-07T06:16:56Z,N/A,N/A,N/A
Senior-Consultant / IT-Entwickler - Oracle (m/w/d),RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Mitte, Hannover",2025-02-20T19:19:18Z,N/A,N/A,permanent
Maschinen- und Anlagenführer (m/w/d),persona service AG & Co. KG • Niederlassung: Koblenz,IT-Stellen,"Emmelshausen, Rhein-Hunsrück-Kreis",2025-02-20T05:51:54Z,16,18,N/A
Polier Kabelleitungstiefbau für den Telekommunikationsbau (m/w/d) in Schleswig,POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2024-01-31T17:43:17Z,N/A,N/A,N/A
Buchhalter (m/w/d),persona service AG & Co. KG • Niederlassung: Brandenburg,IT-Stellen,"Brück, Potsdam-Mittelmark (Kreis)",2025-02-21T05:56:32Z,16,18,N/A
Staplerfahrer (m/w/d),persona service AG & Co. KG • Niederlassung: Weilheim,IT-Stellen,"Schongau, Weilheim-Schongau (Kreis)",2025-02-22T05:56:10Z,16,18,N/A
SAP MM (Lead) Consultant No Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Wedding, Berlin",2024-12-23T19:56:03Z,70000,130000,permanent
Empfangskraft (m/w/d),persona service AG & Co. KG • Niederlassung: Ulm,IT-Stellen,"Donaustetten, Ulm",2025-03-08T06:24:22Z,33600,36000,N/A
Tiefbaufacharbeiter | Ausbildung (m/w/d),POHL-Gruppe,IT-Stellen,Deutschland,2025-03-03T12:31:13Z,N/A,N/A,N/A
Fachkraft für Lagerlogistik (m/w/d),persona service AG & Co. KG • Niederlassung: Fürstenfeldbruck,IT-Stellen,"Allach-Untermenzing, München",2025-03-14T06:41:36Z,18,20,N/A
SAP IBP (Senior) Consultant Family Friendly Environment (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-23T19:56:02Z,60000,120000,permanent
Sachbearbeiter Reisebüro (m/w/d),persona service AG & Co. KG • Niederlassung: Göppingen,IT-Stellen,"Eislingen/Fils, Göppingen (Kreis)",2025-02-22T05:56:10Z,16,18,N/A
Desktop Support Technician L2 DE,Excis Compliance ltd,IT-Stellen,"Westend-Nord, Frankfurt am Main",2025-03-06T23:56:24Z,3500,3500,contract
Händlernetz-Akquisiteur (m/w/d) Außendienst (Schwerpunkt Süddeutschland),MSX International,IT-Stellen,"München, München (Kreis)",2025-03-08T06:23:29Z,N/A,N/A,N/A
ISB (m/w/d),Peak One GmbH,IT-Stellen,"Blumenberg, Köln",2025-03-19T14:48:03Z,70000,100000,permanent
"Engineer I, Backend - (Tech Graduate Program)",Delivery Hero,IT-Stellen,"Berlin, Deutschland",2025-02-28T00:04:04Z,N/A,N/A,N/A
Entwicklungsingenieur Hardware (m/w/d) gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Moosach, München",2025-03-12T19:23:30Z,N/A,N/A,permanent
IT Supporter 2nd Level (m/w/d),persona service AG & Co. KG • Niederlassung: Donauwörth,IT-Stellen,"Nördlingen, Donau-Ries (Kreis)",2025-03-04T06:15:59Z,45000,50000,N/A
Softwareentwickler Java (m/w/d),RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Innenstadt, Augsburg",2025-02-14T19:08:05Z,N/A,N/A,permanent
Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Berlin",2024-07-17T22:42:08Z,60000,120000,permanent
Informatica Developer - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Wedding, Berlin",2025-01-14T22:20:53Z,60000,120000,permanent
Betriebstechniker (m/w/d),"Westfleisch SCE, Fleischcenter Bakum",IT-Stellen,"Bakum, Vechta (Kreis)",2025-02-13T13:12:23Z,N/A,N/A,N/A
Microsoft Dynamics 365 Berater (m/w/d) bis 100.000€,Computer Futures,IT-Stellen,"Hausen, Frankfurt am Main",2025-02-27T14:22:47Z,80000,100000,permanent
Senior IT Systems Engineer (f/m/d),Jobs for Humanity,IT-Stellen,"Berlin, Deutschland",2025-02-26T18:00:51Z,N/A,N/A,N/A
Systemadministrator/in Firewall und Webgateway (w/m/d),Zentraler IT Betrieb Niedersächsische Justiz,IT-Stellen,"Niedersachsen, Deutschland",2025-03-14T07:39:25Z,N/A,N/A,N/A
Open Source Entwickler/ JAVA/JEE Architekt (m/w/d) ab sofort,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Innenstadt, Karlsruhe",2025-03-04T19:17:51Z,N/A,N/A,permanent
Junior Software Developer (m/w/d) C# .NET,Computer Futures,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-03-14T14:56:28Z,40000,55000,permanent
Vertriebsinnendienstmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Elmshorn,IT-Stellen,"Itzehoe, Steinburg (Kreis)",2025-03-18T06:41:56Z,16,18,N/A
Software-Entwickler C# (m/w/d) in Direktvermittlung,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Sonnenberg, Wiesbaden",2025-02-27T19:15:26Z,N/A,N/A,permanent
".NET Software Engineer, .NET 9, C#, Agile - Berlin, Germany",Noir,IT-Stellen,"Berlin, Deutschland",2025-03-17T14:48:40Z,65000,85000,permanent
Bürokauffrau (m/w/d),persona service AG & Co. KG • Niederlassung: Pfaffenhofen,IT-Stellen,"Feldmühle, Pfaffenhofen an der Ilm (Kreis)",2025-03-05T06:15:00Z,40000,45000,N/A
SAP HCM (Senior) Consultant - Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Bahnhofsviertel, Frankfurt am Main",2024-12-26T18:01:20Z,100000,100000,permanent
IT-Entwickler (m/w/d) ab jetzt,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Pempelfort, Düsseldorf",2025-03-18T19:36:53Z,N/A,N/A,permanent
SAP EWM Inhouse Berater (m/w/d) - München,Peak One GmbH,IT-Stellen,"Au-Haidhausen, München",2025-03-13T14:48:58Z,75000,95000,permanent
Technischer Einkäufer (m/w/d),persona service AG & Co. KG • Niederlassung: Schwerin,IT-Stellen,"Zarrentin am Schaalsee, Ludwigslust-Parchim (Kreis)",2025-03-15T06:36:16Z,50000,55000,N/A
"OutSystems Senior Architect, Solution Designer, Developer",Interval,IT-Stellen,"Au-Haidhausen, München",2025-03-21T04:10:27Z,N/A,N/A,contract
Entwickler E-Commerce für Online-Plattformen (m/w/d),Computer Futures,IT-Stellen,"Backnang, Rems-Murr-Kreis",2025-03-05T14:25:39Z,124800,176800,contract
Kommissionierer (m/w/d),persona service AG & Co. KG • Niederlassung: Hannover,IT-Stellen,"Schulenkamp, Langenhagen",2025-03-13T06:44:58Z,14,16,N/A
Schweißer Siemens (m/w/d),persona service AG & Co. KG • Niederlassung: Frankfurt Mitte,IT-Stellen,"Bornheim, Frankfurt am Main",2025-03-14T06:41:36Z,20,22,N/A
Consultant Security - IT-Infrastruktur (m/w/d),Computer Futures,IT-Stellen,Deutschland,2025-03-07T14:31:57Z,70000,85000,permanent
"Engineer III (Golang) - Logistics, Global Service Tech",Delivery Hero,IT-Stellen,"Berlin, Deutschland",2025-03-19T06:41:28Z,N/A,N/A,N/A
CNC Dreher (m/w/d) in Berlin,persona service AG & Co. KG • Niederlassung: Potsdam,IT-Stellen,"Potsdam, Brandenburg",2025-03-14T06:41:36Z,20,22,N/A
Support Engineer / Mitarbeiter (m/w/d) IT Service Desk,PVS -Privatärztliche Verrechnungsstelle Mosel-Saar GmbH,IT-Stellen,"Trier, Rheinland-Pfalz",2025-03-18T19:53:12Z,N/A,N/A,N/A
Lackierer (m/w/d),persona service AG & Co. KG • Niederlassung: Heidenheim,IT-Stellen,"Giengen an der Brenz, Heidenheim (Kreis)",2025-03-12T06:36:32Z,18,20,N/A
Technischer Facility Sachbearbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Jena,IT-Stellen,"Ammerbach, Jena",2025-03-15T06:36:16Z,40000,45000,N/A
SAP Projektmanager - 14 Monate - Start: April 2025,RED Global,IT-Stellen,"Bielefeld, Nordrhein-Westfalen",2025-03-14T14:56:23Z,N/A,N/A,contract
Fullstack Softwareentwickler (m/w/d),Computer Futures,IT-Stellen,"Ulm, Baden-Württemberg",2025-03-14T14:56:29Z,60000,75000,permanent
Automation und Process Control Engineer (m/w/d),persona service AG & Co. KG • Niederlassung: Nürnberg,IT-Stellen,"Hartenstein, Nürnberger Land (Kreis)",2025-03-11T06:31:39Z,80000,100000,N/A
SAP SAP SEM-BCS / Group Reporting (Lead) Consultant - Remote / Low Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Frankfurt am Main, Hessen",2024-07-22T22:40:47Z,N/A,N/A,permanent
Sachbearbeiter Rechnungswesen (m/w/d),persona service AG & Co. KG • Niederlassung: Freiburg,IT-Stellen,"Betzenhausen, Freiburg im Breisgau",2025-02-21T05:56:32Z,42000,48000,N/A
SAP IS-U (Senior) Consultant Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt, Bremen",2024-12-20T14:14:45Z,55000,120000,permanent
SAP BASIS Consultant No Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-23T19:56:01Z,60000,110000,permanent
Pflegefachkraft (m/w/d),persona service AG & Co. KG • Niederlassung: Chemnitz Nord,IT-Stellen,"Döbeln, Mittelsachsen (Kreis)",2025-03-19T06:48:51Z,20,22,N/A
Teamleiter IT Systemadministration (m/w/d),Computer Futures,IT-Stellen,"Darmstadt, Hessen",2025-03-15T14:55:31Z,85000,100000,permanent
Disponent (m/w/d),persona service AG & Co. KG • Niederlassung: Koblenz,IT-Stellen,"Bubenheim, Koblenz",2025-03-13T06:44:57Z,18,20,N/A
"SAP Basis Administrator (m/w/d) - inhouse, 80% HO",Peak One GmbH,IT-Stellen,"Altstadt-Lehel, München",2025-02-26T14:24:47Z,80000,100000,permanent
Softwareentwickler C# / .NET (m/w/d) Crashtechnik,iks Engineering GmbH,IT-Stellen,"Allach-Untermenzing, München",2024-12-18T08:07:54Z,N/A,N/A,contract
Fertigungsmitarbeiter Montage (m/w/d),persona service AG & Co. KG • Niederlassung: Regensburg,IT-Stellen,"Brandlberg-Keilberg, Regensburg",2025-03-18T06:41:56Z,16,18,N/A
Experte IT Security Management (m/w/d),Peak One GmbH,IT-Stellen,"Geist, Münster",2025-03-04T14:24:55Z,80000,120000,permanent
Identity & Access Management (IAM) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Bult, Hannover",2024-07-17T22:42:07Z,60000,120000,permanent
Erzieher (m/w/d),persona service AG & Co. KG • Niederlassung: Osnabrück,IT-Stellen,"Gartlage, Osnabrück",2025-02-20T05:51:54Z,20,22,N/A
SAP HCM (Senior) Consultant - Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt, Bremen",2024-12-26T18:01:23Z,100000,100000,permanent
Sachbearbeiter Technische Dokumentation (m/w/d),REBS Zentralschmiertechnik GmbH,IT-Stellen,"Ratingen, Mettmann (Kreis)",2025-03-11T14:16:30Z,N/A,N/A,N/A
Maschinenbediener / Montierer (m/w/d),persona service AG & Co. KG • Niederlassung: Landshut,IT-Stellen,"Au in der Hallertau, Freising (Kreis)",2025-03-12T06:36:23Z,14,16,N/A
Sachbearbeiter Bankwesen (m/w/d) in Gütersloh,persona service AG & Co. KG • Niederlassung: Gütersloh,IT-Stellen,"Oelde, Warendorf (Kreis)",2025-03-21T06:54:07Z,18,20,N/A
Steinsetzer (m/w/d) in Schleswig,POHL-Gruppe,IT-Stellen,"Kiel, Schleswig-Holstein",2025-03-03T06:12:29Z,N/A,N/A,N/A
Verkaufsberater (m/w/d),persona service AG & Co. KG • Niederlassung: Würzburg,IT-Stellen,"Marktheidenfeld, Main-Spessart (Kreis)",2025-03-14T06:41:36Z,16,18,N/A
Salesforce Project Manager - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,Deutschland,2025-01-14T22:20:54Z,60000,120000,permanent
VB.NET Entwickler (m/w/d) 100% Remote,Peak One GmbH,IT-Stellen,"Heerdt, Düsseldorf",2025-03-13T14:48:57Z,50000,70000,permanent
Logistiker (m/w/d),persona service AG & Co. KG • Niederlassung: Oranienburg,IT-Stellen,"Neustrelitz, Mecklenburgische Seenplatte (Kreis)",2025-03-04T06:15:59Z,14,16,N/A
Junior und Senior Softwareentwickler (m/d/w) JAVA,Peak One GmbH,IT-Stellen,"Altendorf, Essen",2025-03-17T14:48:43Z,40000,88000,permanent
SAP SuccessFactors (Senior) Consultant Best-In-Class Training (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Lehel, München",2024-12-23T19:56:02Z,50000,120000,permanent
Elektriker Betriebstechnik (m/w/d),persona service AG & Co. KG • Niederlassung: Melle,IT-Stellen,"Altenmelle, Melle",2025-03-18T06:41:56Z,20,22,N/A
SAP BPC - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Dortmund",2024-12-13T19:41:45Z,60000,120000,permanent
Softwareentwickler (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Linden, Bochum",2025-02-25T19:14:28Z,N/A,N/A,permanent
Junior-Softwareentwickler C++/ C# (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Steinbachtal, Würzburg",2025-02-28T19:15:32Z,N/A,N/A,permanent
Industriekraft Instandhaltung (m/w/d),persona service AG & Co. KG • Niederlassung: Schweinfurt,IT-Stellen,"Neustadt bei Coburg, Coburg (Kreis)",2025-03-12T06:36:31Z,14,16,N/A
Anlagenmechaniker SHK (m/w/d),persona service AG & Co. KG • Niederlassung: Horb,IT-Stellen,"Sulz am Neckar, Rottweil (Kreis)",2025-03-13T06:44:58Z,26,28,N/A
SAP Fiori / SAP UI5 (Lead) Consultant - 100% Remote,The Recruitment 2.0 Group,IT-Stellen,"Altstadt-Nord, Köln",2024-08-17T09:07:57Z,60000,120000,permanent
Betriebsingenieur (m/w/d) Werkstechnik,iks Engineering GmbH,IT-Stellen,"Mitte, Stuttgart",2024-12-18T08:08:01Z,N/A,N/A,contract
Java Entwickler (m/w/d),Peak One GmbH,IT-Stellen,"Allach-Untermenzing, München",2025-03-18T14:41:54Z,67000,80000,permanent
Quereinsteiger Monteur Nieder-& Mittelspannung (m/w/d),POHL-Gruppe,IT-Stellen,"Heide, Ludwigslust-Parchim (Kreis)",2025-03-02T06:14:18Z,N/A,N/A,N/A
SAP BPC - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Stuttgart",2024-10-16T01:25:08Z,60000,120000,permanent
Senior Machine Learning Engineer (Vendor Data) - AdTech (all genders),Delivery Hero,IT-Stellen,"Berlin, Deutschland",2025-02-27T12:10:03Z,N/A,N/A,N/A
SAP IS-U (Senior) Consultant Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Bult, Hannover",2024-12-20T14:14:48Z,55000,120000,permanent
SAP MM (Lead) Consultant No Travel (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Friedrichstadt, Düsseldorf",2024-12-23T19:56:03Z,70000,130000,permanent
Fachkraft Lagerlogistik (m/w/d) in Duisburg,persona service AG & Co. KG • Niederlassung: Duisburg,IT-Stellen,"Essen, Nordrhein-Westfalen",2025-03-13T06:44:58Z,16,18,N/A
Elektriker (m/w/d),persona service AG & Co. KG • Niederlassung: Minden,IT-Stellen,"Rinteln, Schaumburg (Kreis)",2025-03-08T06:24:20Z,18,20,N/A
Subject Matter Expert - Real Estate IT,Darwin Recruitment,IT-Stellen,"Hamburg, Deutschland",2025-03-21T14:53:50Z,N/A,N/A,contract
SAP IS-U (Senior) Consultant Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Altendorf, Essen",2024-12-26T18:01:22Z,55000,120000,permanent
Abschlussarbeit (Bachelor / Master) - Connectivity und Digitalisierung,Rexroth,IT-Stellen,"Horb am Neckar, Freudenstadt (Kreis)",2025-03-21T12:59:23Z,N/A,N/A,N/A
Softwareentwickler/ Allrounder (m/w/d) in Bergisch Gladbach,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Asselborn, Bergisch Gladbach",2025-02-06T01:33:15Z,N/A,N/A,permanent
Sachbearbeiter Bankwesen (m/w/d),persona service AG & Co. KG • Niederlassung: Gütersloh,IT-Stellen,"Innenstadt, Gütersloh",2025-03-21T06:54:05Z,18,20,N/A
Engineering Manager - SAP BI (All genders),zooplus SE,IT-Stellen,"München, München (Kreis)",2025-03-18T06:37:05Z,N/A,N/A,N/A
(Senior) Frontend Developer / AB Testing Engineer (m/f/d),Axel Springer National Media & Tech GmbH & Co. KG,IT-Stellen,"Berlin, Deutschland",2025-02-26T06:00:39Z,N/A,N/A,N/A
Fertigungsmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Kaufbeuren,IT-Stellen,"Kaufbeuren, Kaufbeuren (Kreis)",2025-03-06T06:15:56Z,16,18,N/A
Verlader (m/w/d),persona service AG & Co. KG • Niederlassung: Korbach,IT-Stellen,"Volkmarsen, Waldeck-Frankenberg (Kreis)",2025-02-26T06:03:00Z,16,18,N/A
Bürokauffrau (m/w/d) in Ahaus,persona service AG & Co. KG • Niederlassung: Ahaus,IT-Stellen,"Steinfurt, Steinfurt (Kreis)",2025-03-11T06:31:43Z,22,24,N/A
Workday Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Friedrichstadt, Düsseldorf",2024-12-20T14:14:46Z,60000,120000,permanent
"Senior Engineer, Network Infrastructure - (ETS)",Delivery Hero,IT-Stellen,"Berlin, Deutschland",2025-02-27T12:10:01Z,N/A,N/A,N/A
Fachkraft für Lagerlogistik (m/w/d) in Hannover,persona service AG & Co. KG • Niederlassung: Hannover,IT-Stellen,"Hildesheim, Hildesheim (Kreis)",2025-02-21T05:56:32Z,18,20,N/A
Mitarbeiter Vertriebsinnendienst (m/w/d),persona service AG & Co. KG • Niederlassung: Recklinghausen,IT-Stellen,"Disteln, Herten",2025-03-12T06:36:28Z,20,22,N/A
Software-Architekt Java-Framework (m/w/d),RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Weidenau, Siegen",2025-02-26T19:14:57Z,N/A,N/A,permanent
SAP WM/EWM Berater (m/w/d) - Inhouse,Peak One GmbH,IT-Stellen,"Landsberg am Lech, Landsberg am Lech (Kreis)",2025-03-18T14:41:52Z,70000,100000,permanent
Salesforce (Senior) Consultant - Flexible Working Hours (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Dortmund",2024-12-20T14:14:45Z,60000,120000,permanent
Fleischer Wurstwarenherstellung (m/w/d),persona service AG & Co. KG • Niederlassung: Gotha,IT-Stellen,"Ballstädt, Gotha (Kreis)",2025-03-11T06:31:45Z,18,20,N/A
Informationssicherheitsbeauftragter (w/m/d),Peak One GmbH,IT-Stellen,"Münster, Nordrhein-Westfalen",2025-03-18T14:41:47Z,70000,100000,permanent
SOC Analyst (m/w/d) - (Remote - Germany),Jobgether,IT-Stellen,Deutschland,2025-02-25T09:44:51Z,N/A,N/A,N/A
Debitorenbuchhalter (m/w/d),persona service AG & Co. KG • Niederlassung: Leipzig Mitte,IT-Stellen,"Lützschena-Stahmeln, Leipzig",2025-02-25T06:00:22Z,22,24,N/A
Maschinenbediener (m/w/d),persona service AG & Co. KG • Niederlassung: Meschede,IT-Stellen,"Warstein, Soest (Kreis)",2025-02-27T06:05:14Z,18,20,N/A
Praktikum im Bereich KI-basierte Auswertung von Betriebsdaten von Hydraulikpumpen,Rexroth,IT-Stellen,"Horb am Neckar, Freudenstadt (Kreis)",2025-03-21T12:59:25Z,N/A,N/A,N/A
SAP HCM (Senior) Consultant - Unrivalled Progression Opportunities (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Hamburg-Altstadt, Hamburg",2024-12-26T18:01:21Z,100000,100000,permanent
Produktionsmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Landshut,IT-Stellen,"Au in der Hallertau, Freising (Kreis)",2025-03-12T06:36:27Z,14,16,N/A
Information Security Officer (m/w/d) - 100% Homeoffice,Peak One GmbH,IT-Stellen,"Billwerder, Hamburg",2025-03-11T14:40:14Z,70000,95000,permanent
Senior Data Engineer,Darwin Recruitment,IT-Stellen,"Berlin, Deutschland",2025-03-19T14:47:58Z,N/A,N/A,contract
Electronic Engineer (f/m/d) - Smart Metering,de Gier Recruitment Solutions,IT-Stellen,"Charlottenburg, Berlin",2025-03-06T23:56:38Z,N/A,N/A,permanent
Fuhrparkdisponent (m/w/d),persona service AG & Co. KG • Niederlassung: Chemnitz Nord,IT-Stellen,"Lichtenau, Mittelsachsen (Kreis)",2025-03-20T06:44:36Z,40000,45000,N/A
Senior C#.NET Developer (m/w/d) 75.000€ in Saarbrücken,Computer Futures,IT-Stellen,"Malstatt, Saarbrücken",2025-03-16T14:46:22Z,75000,N/A,permanent
IT Sicherheitsbeauftragter (m/w/d) Neue Herausforderung,Peak One GmbH,IT-Stellen,"Landau an der Isar, Dingolfing-Landau (Kreis)",2025-03-01T14:24:23Z,70000,85000,permanent
Senior SAP PP/PS Consultant,RED Global,IT-Stellen,Deutschland,2025-03-12T14:34:11Z,N/A,N/A,contract
Software Web Engineer (m/w/d) C#/.NET,finanzen.net GmbH,IT-Stellen,"Karlsruhe, Karlsruhe (Kreis)",2025-03-06T06:15:53Z,N/A,N/A,N/A
Montierer (m/w/d),persona service AG & Co. KG • Niederlassung: Dresden Altstadt,IT-Stellen,"Alt-Leuteritz, Dresden",2025-03-12T06:36:29Z,14,16,N/A
SAP SD Functional Consultant,Darwin Recruitment,IT-Stellen,"Stuttgart, Baden-Württemberg",2025-02-22T14:20:54Z,N/A,N/A,contract
Buchhalter (m/w/d) in Unna,persona service AG & Co. KG • Niederlassung: Unna,IT-Stellen,"Lünen, Unna (Kreis)",2025-03-07T06:18:13Z,18,20,N/A
SAP C/4HANA / SAP CX Junior Consultant Unrivalled Benefits Package (All Genders),The Recruitment 2.0 Group,IT-Stellen,"Mitte, Berlin",2024-12-23T19:56:01Z,45000,60000,permanent
Anwendungstechniker / Backmeister (m/w/d),MIWE Michael Wenz GmbH,IT-Stellen,"Arnstein, Main-Spessart (Kreis)",2025-03-11T14:16:58Z,N/A,N/A,N/A
Lackierer (m/w/d),persona service AG & Co. KG • Niederlassung: Fürstenfeldbruck,IT-Stellen,"Allach-Untermenzing, München",2025-03-14T06:41:36Z,20,22,N/A
Zollsachbearbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Offenburg,IT-Stellen,"Zunsweier, Offenburg",2025-03-20T06:44:36Z,50000,55000,N/A
Senior Backend API Engineer | Rust & Python (m/f/d) | Legal AI Tech Start-up | F,Kooku Recruiting GmbH,IT-Stellen,Deutschland,2025-03-05T13:36:56Z,N/A,N/A,N/A
