title,company,category,location,created,salary_min,salary_max,contract_type
Schweißfachmann (m/w/d) in Sande,persona service AG & Co. KG • Niederlassung: Oldenburg,IT-Stellen,"Wittmund, Wittmund (Kreis)",2025-05-14T14:31:40Z,20,22,N/A
Information Security GRC Manager (m/w/d),Peak One GmbH,IT-Stellen,"Höxter (Kreis), Nordrhein-Westfalen",2025-05-14T15:55:30Z,60000,90000,permanent
Produktionsmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Villingen-Schwenningen Villingen,IT-Stellen,"Donaueschingen, Schwarzwald-Baar-Kreis",2025-05-14T14:31:39Z,16,18,N/A
Produktionshelfer (m/w/d),persona service AG & Co. KG • Niederlassung: Trier,IT-Stellen,"Schweich, Trier-Saarburg (Kreis)",2025-05-14T14:31:40Z,14,16,N/A
Cyber Security Compliance Manager (m/w/d),Peak One GmbH,IT-Stellen,"Landsberg am Lech (Kreis), Bayern",2025-05-14T15:55:30Z,85000,105000,permanent
Mechatroniker (m/w/d),persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Eisenach, Eisenach (Kreis)",2025-05-14T14:31:40Z,20,22,N/A
DevOps Engineer für Cloud- und On-Premises-Umgebungen (m/w/d),Computer Futures,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-05-14T15:55:35Z,80000,90000,permanent
Pflegefachkraft (m/w/d) in Zwickau,persona service AG & Co. KG • Niederlassung: Zwickau,IT-Stellen,"Schneeberg, Erzgebirgskreis",2025-05-14T14:31:40Z,24,26,N/A
Vertriebsinnendienstmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Göppingen,IT-Stellen,"Faurndau, Göppingen",2025-05-14T14:31:39Z,20,22,N/A
Gabelstaplerfahrer (m/w/d),persona service AG & Co. KG • Niederlassung: Stade,IT-Stellen,"Neugraben-Fischbek, Hamburg",2025-05-14T14:31:40Z,16,18,N/A
Sachbearbeiter Entgeltabrechnung (m/w/d) in Stuttgart,persona service AG & Co. KG • Niederlassung: Stuttgart Mitte,IT-Stellen,"Ludwigsburg, Ludwigsburg (Kreis)",2025-05-14T14:31:39Z,50000,55000,N/A
Senior Marketing Manager bei Bosch CyberCompare (w/m/div.),Bosch Group,IT-Stellen,"Ludwigsburg, Ludwigsburg (Kreis)",2025-05-14T22:11:05Z,N/A,N/A,N/A
Reklamationssachbearbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Jena,IT-Stellen,"Löbstedt, Jena",2025-05-14T14:31:40Z,40000,45000,N/A
Informationssicherheitsbeauftragter (w/m/d),Peak One GmbH,IT-Stellen,"Zentrum, Bonn",2025-05-14T15:55:30Z,65000,80000,permanent
Elektroniker (m/w/d) in Eisenach,persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Bad Langensalza, Unstrut-Hainich-Kreis",2025-05-14T20:49:39Z,22,24,N/A
Gabelstaplerfahrer (m/w/d),persona service AG & Co. KG • Niederlassung: Hamburg Harburg,IT-Stellen,"Eißendorf, Hamburg",2025-05-14T14:31:40Z,16,18,N/A
Logistiker (m/w/d),persona service AG & Co. KG • Niederlassung: Stade,IT-Stellen,"Neugraben-Fischbek, Hamburg",2025-05-14T14:31:40Z,14,16,N/A
Maschinenbediener (m/w/d),persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Berka/Werra, Wartburgkreis",2025-05-14T14:31:40Z,14,16,N/A
IT-Berater (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Innenstadt, Augsburg",2025-05-14T21:29:40Z,N/A,N/A,permanent
IT Security Specialist (m/w/d)- 37.5 Stundenwoche,Peak One GmbH,IT-Stellen,"Mitte, Dortmund",2025-05-14T15:55:30Z,70000,95000,permanent
Logistiker (m/w/d),persona service AG & Co. KG • Niederlassung: Leonberg,IT-Stellen,"Leonberg, Böblingen (Kreis)",2025-05-14T14:31:40Z,14,16,N/A
Technischer Sachbearbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Erfurt,IT-Stellen,"Gaberndorf, Weimar (Kreis)",2025-05-14T14:31:40Z,40000,45000,N/A
Buchhalter (m/w/d),persona service AG & Co. KG • Niederlassung: Arnsberg,IT-Stellen,"Wennigloh, Arnsberg",2025-05-14T14:31:40Z,16,18,N/A
Elektriker (m/w/d),persona service AG & Co. KG • Niederlassung: Aachen,IT-Stellen,"Eschweiler, Aachen (Kreis)",2025-05-14T14:31:39Z,18,20,N/A
Steuerfachangestellte (m/w/d),persona service AG & Co. KG • Niederlassung: Kiel,IT-Stellen,"Altstadt, Kiel",2025-05-14T01:48:03Z,40000,45000,N/A
Lead Engineer IP/MPLS (w/m/d),Deutsche Glasfaser,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-05-14T22:11:06Z,N/A,N/A,N/A
Teamleiter IT Operations (w/m/d) - 100% Remote aus Deutschland möglich,finanzen.net GmbH,IT-Stellen,"Mannheim, Baden-Württemberg",2025-05-14T10:10:32Z,N/A,N/A,N/A
Gärtner (m/w/d),persona service AG & Co. KG • Niederlassung: Göppingen,IT-Stellen,"Bad Ditzenbach, Göppingen (Kreis)",2025-05-14T14:31:40Z,18,20,N/A
Lohn- und Gehaltsbuchhalter (m/w/d),persona service AG & Co. KG • Niederlassung: Görlitz,IT-Stellen,"Krauschwitz, Görlitz (Kreis)",2025-05-14T14:31:40Z,35000,40000,N/A
Java-Softwareentwickler (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Wedding, Berlin",2025-05-14T21:29:40Z,N/A,N/A,permanent
IT Security Administrator (m/w/d),Peak One GmbH,IT-Stellen,"Eversburg, Osnabrück",2025-05-14T15:55:30Z,60000,85000,permanent
Servicetechniker Drucksysteme (m/w/d),persona service AG & Co. KG • Niederlassung: Erfurt,IT-Stellen,"Daberstedt, Erfurt",2025-05-14T14:31:40Z,35000,40000,N/A
Einkäufer (m/w/d),persona service AG & Co. KG • Niederlassung: Kiel,IT-Stellen,"Suchsdorf, Kiel",2025-05-14T01:48:03Z,50000,55000,N/A
Rohrleitungsbauer (m/w/d),POHL-Gruppe,IT-Stellen,Deutschland,2025-05-14T14:31:22Z,N/A,N/A,N/A
Instandhalter (m/w/d) in Sande,persona service AG & Co. KG • Niederlassung: Oldenburg,IT-Stellen,"Wittmund, Wittmund (Kreis)",2025-05-14T14:31:40Z,18,20,N/A
Sachbearbeiter Rechnungswesen (m/w/d),persona service AG & Co. KG • Niederlassung: Erfurt,IT-Stellen,"Berliner Platz, Erfurt",2025-05-14T01:48:04Z,30000,35000,N/A
Instandhalter (m/w/d),persona service AG & Co. KG • Niederlassung: Oldenburg,IT-Stellen,"Langewerth, Wilhelmshaven",2025-05-14T14:31:40Z,18,20,N/A
Reinigungskraft (m/w/d),persona service AG & Co. KG • Niederlassung: Stuttgart Mitte,IT-Stellen,"Mitte, Stuttgart",2025-05-14T01:48:03Z,14,16,N/A
Einkäufer (m/w/d),persona service AG & Co. KG • Niederlassung: Jena,IT-Stellen,"Ammerbach, Jena",2025-05-14T14:31:40Z,40000,45000,N/A
CNC-Dreher (m/w/d),persona service AG & Co. KG • Niederlassung: Norderstedt,IT-Stellen,"Friedrichsgabe, Norderstedt",2025-05-14T14:31:39Z,20,22,N/A
Schweißfachmann (m/w/d),persona service AG & Co. KG • Niederlassung: Oldenburg,IT-Stellen,"Langewerth, Wilhelmshaven",2025-05-14T14:31:40Z,20,22,N/A
SAP MM/Ariba Inhouse Berater (m/w/d),Peak One GmbH,IT-Stellen,"Schwedt/Oder, Uckermark (Kreis)",2025-05-14T15:55:30Z,70000,90000,permanent
Junior Digital Campaign Manager / AdOperations (m/w/d) - in Elternzeit Vertretung (Befristung 1 Jahr),finanzen.net GmbH,IT-Stellen,"Karlsruhe, Karlsruhe (Kreis)",2025-05-14T22:11:02Z,N/A,N/A,N/A
SAP EWM Consultant,Conexus DX Limited,IT-Stellen,"Frankfurt am Main, Hessen",2025-05-14T15:55:36Z,N/A,N/A,permanent
Systemadministrator OnPrem (m/w/d),persona service AG & Co. KG • Niederlassung: Schwerin,IT-Stellen,"Friedrichsthal, Schwerin",2025-05-14T01:48:04Z,45000,50000,N/A
Sachbearbeiter Finanzbuchhaltung (m/w/d),persona service AG & Co. KG • Niederlassung: Straubing,IT-Stellen,"Straubing, Straubing (Kreis)",2025-05-14T14:31:39Z,24,26,N/A
SAP ABAP Developer (w/m/d),Peak One GmbH,IT-Stellen,"Leinfelden-Echterdingen, Esslingen (Kreis)",2025-05-14T15:55:30Z,70000,100000,permanent
IT Netzwerk- und Security Administrator (m/w/d),Peak One GmbH,IT-Stellen,"Vohwinkel, Wuppertal",2025-05-14T15:55:30Z,65000,85000,permanent
Metallbauer (m/w/d),persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Vacha, Wartburgkreis",2025-05-14T14:31:40Z,20,22,N/A
Sachbearbeiter Buchhaltung (m/w/d),persona service AG & Co. KG • Niederlassung: Bocholt,IT-Stellen,"Emmerich am Rhein, Kleve (Kreis)",2025-05-14T01:48:04Z,35000,40000,N/A
Mechatroniker (m/w/d),persona service AG & Co. KG • Niederlassung: Detmold,IT-Stellen,"Steinheim, Höxter (Kreis)",2025-05-14T14:31:39Z,22,24,N/A
Technischer Redakteur (m/w/d),persona service AG & Co. KG • Niederlassung: Köln Sülz,IT-Stellen,"Dellbrück, Köln",2025-05-14T14:31:39Z,45000,50000,N/A
Mitarbeiter Rezeption (m/w/d) für Wohnungsloseneinrichtung,VITA e.V. Berlin,IT-Stellen,"Neukölln, Berlin",2025-05-14T02:05:04Z,N/A,N/A,N/A
Information Security Manager und ISMS Auditor (m/w/d),Kühne + Nagel  KG,IT-Stellen,"Hamburg, Deutschland",2025-05-14T19:34:06Z,N/A,N/A,N/A
Servicetechniker Drucksysteme (m/w/d),persona service AG & Co. KG • Niederlassung: Erfurt,IT-Stellen,"Daberstedt, Erfurt",2025-05-14T14:31:40Z,35000,40000,N/A
IT-Inhouse Consultant SAP Logistik (m/w/d) – bis zu 100 % remote,ALBA Management GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-14T19:34:07Z,N/A,N/A,N/A
(Senior) Software Engineer - Data & AI Platform - STACKIT (m/w/d),STACKIT,IT-Stellen,"Heilbronn, Heilbronn (Kreis)",2025-05-14T19:34:07Z,N/A,N/A,N/A
Unity C# Entwickler (m/w/d),Palette CAD AG,IT-Stellen,"Stuttgart, Baden-Württemberg",2025-05-14T19:34:06Z,N/A,N/A,N/A
Consultant Manufacturing IT/MES (w/m/d),CAPRON GmbH,IT-Stellen,"Neustadt in Sachsen, Sächsische Schweiz-Osterzgebirge (Kreis)",2025-05-14T19:32:52Z,N/A,N/A,N/A
Auslieferungsfahrer (m/w/d),persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Berka/Werra, Wartburgkreis",2025-05-14T14:31:40Z,14,16,N/A
Manager (m/w/d) Systemintegration und Verifikation für Kommunikationssysteme,Diehl Defence GmbH & Co. KG,IT-Stellen,Deutschland,2025-05-14T07:34:49Z,N/A,N/A,N/A
Pflegehelfer (m/w/d),persona service AG & Co. KG • Niederlassung: Hannover,IT-Stellen,"Altencelle, Celle",2025-05-14T01:48:04Z,20,22,N/A
Schweißfachmann (m/w/d) in Sande,persona service AG & Co. KG • Niederlassung: Oldenburg,IT-Stellen,"Wittmund, Wittmund (Kreis)",2025-05-14T14:31:40Z,20,22,N/A
Lohn- und Gehaltsbuchhalter (m/w/d),persona service AG & Co. KG • Niederlassung: Görlitz,IT-Stellen,"Krauschwitz, Görlitz (Kreis)",2025-05-14T14:31:40Z,35000,40000,N/A
IT-Security Officer (m/w/d),Peak One GmbH,IT-Stellen,"Altstadt, Bremen",2025-05-14T15:55:30Z,70000,100000,permanent
Anwendungsmanager Finanzbuchhaltungssoftware (m/w/d),Bayerisches Rotes Kreuz Landesgeschäftsstelle,IT-Stellen,"München, München (Kreis)",2025-05-14T19:34:01Z,N/A,N/A,N/A
SAP Success Factors Consultant (m/w/d),Cavendish Professionals,IT-Stellen,Deutschland,2025-05-14T15:55:15Z,N/A,N/A,permanent
Fachkraft für Lagerlogistik (m/w/d),persona service AG & Co. KG • Niederlassung: Oldenburg,IT-Stellen,"Langewerth, Wilhelmshaven",2025-05-14T14:31:40Z,18,20,N/A
Manager Global Management Systems (m/w/d),FUCHS SE,IT-Stellen,"Mannheim, Baden-Württemberg",2025-05-14T19:35:02Z,N/A,N/A,N/A
Sachbearbeiter Auftragsabwicklung (m/w/d),persona service AG & Co. KG • Niederlassung: Erfurt,IT-Stellen,"Berliner Platz, Erfurt",2025-05-14T01:48:02Z,30000,35000,N/A
Solution Developer (w/m/d),Element Logic Germany GmbH,IT-Stellen,"Stuttgart, Baden-Württemberg",2025-05-14T19:32:52Z,N/A,N/A,N/A
SAP ABAP Developer (w/m/d),Peak One GmbH,IT-Stellen,"Bruchsal, Karlsruhe (Kreis)",2025-05-14T15:55:29Z,70000,100000,permanent
Pflegefachkraft (m/w/d),persona service AG & Co. KG • Niederlassung: Zwickau,IT-Stellen,"Brand, Zwickau",2025-05-14T14:31:40Z,24,26,N/A
Cloud and Application Engineer (m/f/x),Tipico Technology Services GmbH,IT-Stellen,"Karlsruhe, Karlsruhe (Kreis)",2025-05-14T22:11:05Z,N/A,N/A,N/A
IT-Engineer (m/w/d) zentrale IT – Linux und IAM,Secunet Security Networks AG,IT-Stellen,"Essen, Nordrhein-Westfalen",2025-05-14T19:34:57Z,N/A,N/A,N/A
SAP EWM (Senior) Consultant (m/w/d) bei der Noor Vision GmbH,Noor Vision GmbH,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-05-14T19:32:51Z,N/A,N/A,N/A
Produktionsfachkraft Chemie (m/w/d),persona service AG & Co. KG • Niederlassung: Worms,IT-Stellen,"Neuhausen, Worms",2025-05-14T14:31:39Z,18,20,N/A
Regionaler IT Support (m/w/d),Doka Deutschland GmbH,IT-Stellen,Deutschland,2025-05-14T19:34:26Z,N/A,N/A,N/A
Erfahrener Machine Learning Engineer (m/w/d) im Bereich Klassifikation von Funksignalen,PROCITEC GmbH,IT-Stellen,"Pforzheim, Baden-Württemberg",2025-05-14T19:34:10Z,N/A,N/A,N/A
IT-Security Analyst (m/w/d),Sana Kliniken AG,IT-Stellen,"Ismaning, München (Kreis)",2025-05-14T19:34:34Z,N/A,N/A,N/A
Solution-Architect für PLM- & IoT-Softwarelösungen (m/w/d),CONTACT Software GmbH,IT-Stellen,Deutschland,2025-05-14T07:39:02Z,N/A,N/A,N/A
Cyber Defense Leader (m/f/d),METRO AG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-05-14T10:10:33Z,N/A,N/A,N/A
Abschlussarbeit im Bereich Softwareentwicklung Tooling ab Juli 2025,Mercedes-Benz AG,IT-Stellen,"Sindelfingen, Böblingen (Kreis)",2025-05-14T19:34:09Z,N/A,N/A,N/A
IT-Supporter / IT-Service Desk / IT-Helpdesk (m/w/d),Hays – Working for your tomorrow,IT-Stellen,"Frankfurt am Main, Hessen",2025-05-14T19:34:51Z,N/A,N/A,N/A
Backend Entwickler (m/w/d),Paychex Deutschland GmbH,IT-Stellen,"Hamburg, Deutschland",2025-05-14T07:38:54Z,N/A,N/A,N/A
IT-Application Manager*in Cyberark (PAM) (in Voll- oder Teilzeit),Union Investment,IT-Stellen,"Frankfurt am Main, Hessen",2025-05-14T19:34:57Z,N/A,N/A,N/A
SAP ABAP Developer (w/m/d),Peak One GmbH,IT-Stellen,"Leinfelden-Echterdingen, Esslingen (Kreis)",2025-05-14T15:55:30Z,70000,100000,permanent
Junior-Softwareentwickler Java (m/w/d) für Remscheid,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Lennep, Remscheid",2025-05-14T21:29:40Z,N/A,N/A,permanent
Produktionsfachkraft (m/w/d) in Kerpen,persona service AG & Co. KG • Niederlassung: Düren,IT-Stellen,"Düren, Düren (Kreis)",2025-05-14T14:31:39Z,18,20,N/A
Anwendungsbetreuer Klinischer Arbeitsplatz (m/w/d),Medical Park Amerang,IT-Stellen,"Amerang, Rosenheim (Kreis)",2025-05-14T19:36:37Z,N/A,N/A,N/A
Informatiker als Senior Solution Architect (m/w/d),hagebau IT GmbH,IT-Stellen,"Soltau, Soltau-Fallingbostel (Kreis)",2025-05-14T19:32:54Z,N/A,N/A,N/A
SAP SD Inhouse Berater (m/w/d),Peak One GmbH,IT-Stellen,"Hausen, Frankfurt am Main",2025-05-14T15:55:30Z,75000,95000,permanent
IT Architect (w/m/d),TÜV SÜD,IT-Stellen,"München, München (Kreis)",2025-05-14T19:32:53Z,N/A,N/A,N/A
Mitarbeiter (m/w/d) Produktmanagement im Public Sector,Hannoversche Informationstechnologien AöR ,IT-Stellen,"Calenberger Neustadt, Hannover",2025-05-14T16:31:29Z,N/A,N/A,N/A
Agile Coach (m/w/d),DACHSER SE,IT-Stellen,"Kempten (Allgäu), Bayern",2025-05-14T19:34:58Z,N/A,N/A,N/A
Softwareentwickler Java/ JEE (m/w/d) gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Altstadt, Mainz",2025-05-14T21:29:40Z,N/A,N/A,permanent
Systemadministrator / Technical Consultant* Business Central,MODUS Consult GmbH,IT-Stellen,"Gütersloh, Gütersloh (Kreis)",2025-05-14T19:34:04Z,N/A,N/A,N/A
Junior IT Sales Engineer (all genders) mit Fokus auf Cross- und Up-Selling,DATAGROUP,IT-Stellen,"Nürnberg, Bayern",2025-05-14T19:34:04Z,N/A,N/A,N/A
Servicefahrer (m/w/d),persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Berka/Werra, Wartburgkreis",2025-05-14T14:31:40Z,14,16,N/A
Konstrukteur (m/w/d),DIS AG,IT-Stellen,"Oelsnitz/Vogtland, Vogtlandkreis",2025-05-14T18:14:34Z,N/A,N/A,N/A
Cloud Network & Security Engineer (m/w/d),Arvato Systems GmbH,IT-Stellen,Deutschland,2025-05-14T19:32:54Z,N/A,N/A,N/A
SAP MM/Ariba Inhouse Berater (m/w/d),Peak One GmbH,IT-Stellen,"Schwedt/Oder, Uckermark (Kreis)",2025-05-14T15:55:30Z,70000,90000,permanent
Digital Product Developer (m/w/d),Saro GmbH,IT-Stellen,"Hechingen, Zollernalbkreis",2025-05-14T02:06:19Z,N/A,N/A,N/A
Anwendungsbetreuer (m/w/d),Kommunales Rechenzentrum Niederrhein,IT-Stellen,"Kamp-Lintfort, Wesel (Kreis)",2025-05-14T19:34:05Z,N/A,N/A,N/A
Softwareentwickler Embedded Microcontroller (m/w/d),ifm-Unternehmensgruppe,IT-Stellen,"Tettnang, Bodenseekreis",2025-05-14T07:39:18Z,N/A,N/A,N/A
Softwareingenieur / Techniker (m/w/d) Applikationstechnik,motan gmbh nord,IT-Stellen,Deutschland,2025-05-14T14:12:24Z,N/A,N/A,N/A
IT-Systemadministrator (m/w/d),Dürr Group Services GmbH,IT-Stellen,"Gengenbach, Ortenaukreis",2025-05-14T19:34:05Z,N/A,N/A,N/A
IT-Spezialist/in (w/m/d) – SAP SuccessFactors,DLR Deutsches Zentrum für Luft- und Raumfahrt e. V.,IT-Stellen,"Köln, Nordrhein-Westfalen",2025-05-14T07:34:48Z,N/A,N/A,N/A
Systemingenieur (m/w/d),Hako GmbH,IT-Stellen,"Bad Oldesloe, Stormarn (Kreis)",2025-05-14T19:32:51Z,N/A,N/A,N/A
"Referent für IT, Auslagerung und Zahlungsverkehr (m/w/d) für unseren Bereich Grundsatz Prüfung",Genoverband e.V.,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-05-14T19:33:02Z,N/A,N/A,N/A
System Engineer / IT-Administrator für Active Directory & Exchange (m/w/d),"Klinik, Prien am Chiemsee, Bayern, DE, 83209",IT-Stellen,"Unterhaching, München (Kreis)",2025-05-14T17:20:46Z,N/A,N/A,N/A
IT Business Engineer Filialsysteme (m/w/d),Schwarz IT,IT-Stellen,"Weinsberg, Heilbronn (Kreis)",2025-05-14T14:01:20Z,N/A,N/A,N/A
(Senior) Product Owner mobile Apps (m/w/d),Heinrich Schmid Systemhaus GmbH,IT-Stellen,"Frankfurt am Main, Hessen",2025-05-14T14:12:22Z,N/A,N/A,N/A
Specialist First-Level-Support (w/m/d),KIS GmbH & Co. KG,IT-Stellen,"Schönefeld, Leipzig",2025-05-14T19:34:05Z,N/A,N/A,N/A
Kaufmännische Assistenz (m/w/d),persona service AG & Co. KG • Niederlassung: Solingen,IT-Stellen,"Lennep, Remscheid",2025-05-14T14:31:40Z,35000,40000,N/A
Facharbeiter im Bereich Kabelleitungstiefbau (m/w/d),POHL-Gruppe,IT-Stellen,Deutschland,2025-05-14T14:31:21Z,N/A,N/A,N/A
Technischen Angestellten (m/w/d),Freisinger Stadtwerke,IT-Stellen,"Freising, Freising (Kreis)",2025-05-14T19:34:02Z,N/A,N/A,N/A
(Senior) Product Owner mobile Apps (m/w/d),Heinrich Schmid Systemhaus GmbH,IT-Stellen,"Mitte, Stuttgart",2025-05-14T14:12:49Z,N/A,N/A,N/A
Windows Systemadministrator (m/w/d) - System Engineer (m/w/d),Ratbacher GmbH,IT-Stellen,"Hagen, Segeberg (Kreis)",2025-05-14T07:39:08Z,N/A,N/A,N/A
Einkäufer (m/w/d),persona service AG & Co. KG • Niederlassung: Kiel,IT-Stellen,"Suchsdorf, Kiel",2025-05-14T01:48:03Z,50000,55000,N/A
Sales Manager (all genders) Remote,Yourfirm GmbH & Co. KG,IT-Stellen,Deutschland,2025-05-14T14:00:30Z,N/A,N/A,permanent
Duales Studium Informatik (B.Sc.) am virtuellen Campus - Homburg Marketing GmbH,IU Internationale Hochschule,IT-Stellen,"Dortmund, Nordrhein-Westfalen",2025-05-14T19:34:04Z,N/A,N/A,N/A
Teamleitung Patientendatenmanagement (w/m/d) für das Regionale Netz GT/PB,LWL-Klinikum Gütersloh,IT-Stellen,"Innenstadt, Gütersloh",2025-05-14T12:10:46Z,N/A,N/A,N/A
IT-Anwendungsbetreuer / Systemadministrator (m/w/d),HAPEKO Deutschland GmbH,IT-Stellen,"Hamm, Marl",2025-05-14T19:34:58Z,N/A,N/A,N/A
Informationssicherheitsbeauftragter (ISB) (m/w/d),DZR Deutsches Zahnärztliches Rechenzentrum GmbH - Dr. Güldener Gruppe,IT-Stellen,"Stuttgart, Baden-Württemberg",2025-05-14T19:32:50Z,N/A,N/A,N/A
Softwareentwickler/-in (m/w/d) mit Perspektive zum Teamleiter/-in (m/w/d),MKN Maschinenfabrik Kurt Neubauer GmbH & Co. KG,IT-Stellen,"Wolfenbüttel, Wolfenbüttel (Kreis)",2025-05-14T19:32:53Z,N/A,N/A,N/A
Senior Consultant SAP SD/MM (m/w/d),Bertelsmann Global Business Services GmbH,IT-Stellen,"Rheda-Wiedenbrück, Gütersloh (Kreis)",2025-05-14T07:34:47Z,N/A,N/A,N/A
Marketplace Operations Manager (Cloud Service Providers),Palo Alto Networks,IT-Stellen,Deutschland,2025-05-14T12:23:59Z,N/A,N/A,N/A
Softwareentwickler (m/w/d) mit Schwerpunkt Cybersecurity,Beckhoff Automation GmbH & Co. KG,IT-Stellen,"Verl, Gütersloh (Kreis)",2025-05-14T14:01:21Z,N/A,N/A,N/A
Personalsachbearbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Frankfurt Oder,IT-Stellen,"Fürstenwalde/Spree, Oder-Spree (Kreis)",2025-05-14T01:48:02Z,16,18,N/A
Founder's Associate Intern (f/m/x) (Earliest start date: September 2025),Tanso Technologies,IT-Stellen,Deutschland,2025-05-14T22:05:47Z,N/A,N/A,contract
Stellvertretender Leiter IT / Leiter Infrastruktur (m/w/d),Werner Sobek Stuttgart GmbH,IT-Stellen,"Mitte, Stuttgart",2025-05-14T14:12:49Z,N/A,N/A,N/A
Hardware-Developer (w/d/m) Vollzeitkraft,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Lennep, Remscheid",2025-05-14T21:29:40Z,N/A,N/A,permanent
Produktionsmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Eisenach, Eisenach (Kreis)",2025-05-14T14:31:40Z,16,18,N/A
Mechatroniker (m/w/d) in Eisenach,persona service AG & Co. KG • Niederlassung: Eisenach,IT-Stellen,"Bad Langensalza, Unstrut-Hainich-Kreis",2025-05-14T14:31:40Z,20,22,N/A
IT-Consultant (m/w/d) in der Wirtschaftsprüfung in Erfurt,Becker Büttner Held Rechtsanwälte · Steuerberater · Unternehmensberater | PartGmbB,IT-Stellen,"Brühlervorstadt, Erfurt",2025-05-14T13:21:44Z,N/A,N/A,N/A
