title,company,category,location,created,salary_min,salary_max,contract_type
Full Stack Entwickler (m/w/d) - Java/VB,Peak One GmbH,IT-Stellen,"Bahnhofsviertel, Frankfurt am Main",2025-04-27T15:47:26Z,70000,90000,permanent
(Senior) Systemadministrator (m/w/d) - Windows,Peak One GmbH,IT-Stellen,"Hamburg-Altstadt, Hamburg",2025-04-27T15:47:27Z,70000,80000,permanent
Business-/IT-Consultant (m/w/d) HR IT-Applikationen,KRONES AG,IT-Stellen,"Neutraubling, Regensburg (Kreis)",2025-04-27T07:12:22Z,N/A,N/A,N/A
"Beschäftigter (m/w/d) im Bereich Web-CMS: Konzeption, Systemarchitektur und Beratung",Freie Universität Berlin,IT-Stellen,"Berlin, Deutschland",2025-04-27T07:12:08Z,N/A,N/A,N/A
IT Budget Manager (m/w/d),Medizinischer Dienst Bayern,IT-Stellen,"München, München (Kreis)",2025-04-27T07:13:18Z,N/A,N/A,N/A
Developer Automation (m/w/d),WELEDA AG,IT-Stellen,"Schwäbisch Gmünd, Ostalbkreis",2025-04-27T07:12:35Z,N/A,N/A,N/A
Quereinsteiger als Robotikspezialist mit Fokus auf SPS und Automatisierungstechnik (m/w/d) - Auch ohne Vorkenntnisse,Smart Future Campus GmbH,IT-Stellen,"Velau-Steinfurt, Stolberg",2025-04-27T21:14:11Z,N/A,N/A,permanent
IT-Spezialist / IT-Spezialistin (m/w/d) für das Netzwerkmanagement mit Schwerpunkt Software Defined Networking (SDN),Bundeskanzleramt,IT-Stellen,"Berlin, Deutschland",2025-04-27T07:14:04Z,N/A,N/A,N/A
Data Governance Specialist – Testdaten (m/w/d),Academic Work GmbH,IT-Stellen,"Bult, Hannover",2025-04-27T04:20:55Z,N/A,N/A,N/A
Quereinsteiger als Robotikspezialist mit Fokus auf SPS und Automatisierungstechnik (m/w/d) - Auch ohne Vorkenntnisse,Smart Future Campus GmbH,IT-Stellen,"Gartlage, Osnabrück",2025-04-27T21:14:11Z,N/A,N/A,permanent
Technischer Projektleiter /Senior Softwareentwickler (w/m/d),EURO-LOG AG,IT-Stellen,"Hallbergmoos, Freising (Kreis)",2025-04-27T07:12:27Z,N/A,N/A,N/A
