title,company,category,location,created,salary_min,salary_max,contract_type
Lagermitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Straubing,IT-Stellen,"Straubing, Straubing (Kreis)",2025-05-11T01:47:44Z,16,18,N/A
Leiter Einkauf (m/w/d),persona service AG & Co. KG • Niederlassung: Nürnberg,IT-Stellen,"Kleinreuth h d Veste, Nürnberg",2025-05-11T01:47:53Z,90000,100000,N/A
Integrationsingenieur (m/w/d) für Flugfunkgeräte,ROHDE & SCHWARZ Messgerätebau GmbH,IT-Stellen,"Memmingen, Memmingen (Kreis)",2025-05-11T07:25:31Z,N/A,N/A,N/A
IT-Administrator (m/w/d) Desktop Management,DACHSER SE,IT-Stellen,"Kempten (Allgäu), Bayern",2025-05-11T07:26:11Z,N/A,N/A,N/A
IT-Prozessmanager / Digitalisierungsmanager (m/w/d) – Prozessanalyse & Systemoptimierung,Prinzing Elektrotechnik GmbH,IT-Stellen,"Eislingen/Fils, Göppingen (Kreis)",2025-05-11T07:25:42Z,N/A,N/A,N/A
Navision Entwickler*in (m/w/d) Microsoft Dynamics NAV 2009,AVAG Holding SE,IT-Stellen,"Augsburg, Augsburg (Kreis)",2025-05-11T07:27:26Z,N/A,N/A,N/A
Teamleiter (m/w/d) IT-Anwendungsentwicklung in Voll- oder Teilzeit,Swiss Life Lebensversicherung SE,IT-Stellen,"Garching bei München, München (Kreis)",2025-05-11T07:27:28Z,N/A,N/A,N/A
Senior Systems Engineer Image Acquisition (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2025-05-11T07:25:41Z,N/A,N/A,N/A
Softwareentwickler Java für Gesamtbanksteuerung (w/m/d),parcIT GmbH,IT-Stellen,"Köln, Nordrhein-Westfalen",2025-05-11T07:26:17Z,N/A,N/A,N/A
Internship (Master Thesis) - Data & AI,Atlas Copco IAS GmbH,IT-Stellen,"Bretten, Karlsruhe (Kreis)",2025-05-11T07:25:31Z,N/A,N/A,N/A
Duales Studium Informatik (B.Sc.) (w/m/d),ITSCare-IT-Services für den Gesundheitsmarkt GbR,IT-Stellen,"Stuttgart, Baden-Württemberg",2025-05-11T07:27:08Z,N/A,N/A,N/A
Pflicht-Praktikum / Werkstudent (m/w/d) Business Analyse im Vertrieb / Marketing,Optica Abrechnungszentrum Dr. Güldener GmbH,IT-Stellen,"Stuttgart, Baden-Württemberg",2025-05-11T07:25:31Z,N/A,N/A,N/A
Project Manager - Textile Innovation & Digital Technologies (f/m/d),Freudenberg Technology Innovation SE & Co. KG,IT-Stellen,"Weinheim, Rhein-Neckar-Kreis",2025-05-11T07:25:28Z,N/A,N/A,N/A
IT Support Mitarbeiter (m/w/d),IVU Traffic Technologies AG,IT-Stellen,"Berlin, Deutschland",2025-05-11T07:25:28Z,N/A,N/A,N/A
Lead System Engineer (CldGIS) (m/w/d),BWI GmbH,IT-Stellen,Deutschland,2025-05-11T07:27:11Z,N/A,N/A,N/A
Werkstudent – Backend Developer (w/d/m),USU GmbH,IT-Stellen,"Aachen, Aachen (Kreis)",2025-05-11T07:25:30Z,N/A,N/A,N/A
DevOps Developer – Backend-Focused Fullstack Engineering w/m/d,Aerzener Maschinenfabrik GmbH,IT-Stellen,"Hameln, Hameln-Pyrmont (Kreis)",2025-05-11T07:25:33Z,N/A,N/A,N/A
Senior Java Developer – Innovative Digital Solutions - Stuttgart - 90.000 EUR,Xcede,IT-Stellen,"Mitte, Stuttgart",2025-05-11T09:14:50Z,N/A,N/A,N/A
Duales Studium BWL - Spezialisierung Digital Business (B.A.) am Campus oder virtuell,IU Internationale Hochschule GmbH,IT-Stellen,"Daberstedt, Erfurt",2025-05-11T15:26:56Z,N/A,N/A,N/A
IT-Systemadministrator (w/m/d),WKC HAMBURG GMBH - PLANUNGEN IM BAUWESEN,IT-Stellen,"Hamburg, Deutschland",2025-05-11T07:25:28Z,N/A,N/A,N/A
Customer Success Manager,Quadient,IT-Stellen,Deutschland,2025-05-11T09:14:09Z,N/A,N/A,N/A
Senior International Tax Manager,MAM Gruppe,IT-Stellen,Deutschland,2025-05-11T09:14:09Z,N/A,N/A,N/A
Integrateur Software Landsysteme (m/w/d),Rheinmetall Electronics GmbH,IT-Stellen,"Bremen, Deutschland",2025-05-11T07:25:25Z,N/A,N/A,N/A
Systems Engineer (m/w/d) für Schaltanlagen (Mittelspannung),Rolls-Royce Power Systems AG,IT-Stellen,"Berlin, Deutschland",2025-05-11T07:27:32Z,N/A,N/A,N/A
Trainee Softwareentwicklung (w/m/d),GOB Software & Systeme GmbH & Co. KG,IT-Stellen,"Krefeld, Nordrhein-Westfalen",2025-05-11T07:25:35Z,N/A,N/A,N/A
Entwicklungsingenieur:in HF (w/m/d),Brunel Germany,IT-Stellen,"Happing, Rosenheim",2025-05-11T15:26:47Z,N/A,N/A,N/A
Digitalisierungsvisionär (m/w/d) – Gestalte die Zukunft der IT!,Stiftung Kirchliches Rechenzentrum Südwestdeutschland,IT-Stellen,"Eggenstein-Leopoldshafen, Karlsruhe (Kreis)",2025-05-11T05:05:45Z,N/A,N/A,N/A
(Senior) Backend Engineer - Ruby on Rails (m/w/d),apploft.,IT-Stellen,Deutschland,2025-05-11T09:16:09Z,N/A,N/A,N/A
Engineer Manufacturing IT (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2025-05-11T07:25:32Z,N/A,N/A,N/A
IT Support (m/w/d) Helpdesk 2nd Level,Sortimo International GmbH,IT-Stellen,"Zusmarshausen, Augsburg (Kreis)",2025-05-11T07:25:31Z,N/A,N/A,N/A
(Junior) IT Specialist Atlassian Tools (m/w/d),Taylor Wessing PartG mbB,IT-Stellen,"Hamburg, Deutschland",2025-05-11T07:26:18Z,N/A,N/A,N/A
Application Manager Kubernetes & Container-Experte (m/w/d) Remote/Bremen,ShaarConsulting,IT-Stellen,"Bremen, Deutschland",2025-05-11T20:44:51Z,N/A,N/A,N/A
Presales Solutions Architect (gn) Cloud Services in Berlin,SoftwareOne Deutschland GmbH von Jobs-Daheim.de,IT-Stellen,"Berlin, Deutschland",2025-05-11T22:16:57Z,N/A,N/A,N/A
Ausbildung Rollladen- und Sonnenschutzmechatroniker (m/w/d) ab 01.09.2025,ROMA KG,IT-Stellen,"Burgau, Günzburg (Kreis)",2025-05-11T05:58:48Z,N/A,N/A,N/A
Cloud Solution Architect (w/m/d),ORDIX AG,IT-Stellen,"Bärenkeller, Augsburg",2025-05-11T21:25:55Z,N/A,N/A,permanent
IT-Security Experte (m/w/d),Waldemar Link GmbH & Co. KG,IT-Stellen,"Norderstedt, Segeberg (Kreis)",2025-05-11T07:27:11Z,N/A,N/A,N/A
AI Manager / Experte für Künstliche Intelligenz KI (m/w/d),CARITIVA GmbH,IT-Stellen,"Bad Kreuznach, Bad Kreuznach (Kreis)",2025-05-11T07:25:25Z,N/A,N/A,N/A
Duales Studium BWL - Spezialisierung Digital Business (B.A.) am Campus oder virtuell,IU Internationale Hochschule GmbH,IT-Stellen,"Biestow, Rostock",2025-05-11T15:26:39Z,N/A,N/A,N/A
Praktikum in der Softwareentwicklung mit Microsoft-Tools (m/w/x),ZEISS,IT-Stellen,Deutschland,2025-05-11T21:33:33Z,N/A,N/A,N/A
