title,company,category,location,created,salary_min,salary_max,contract_type
IT-Systemadministrator (m/w/d),Salon Hagel GmbH,IT-Stellen,"Hamburg, Deutschland",2025-05-04T19:19:24Z,N/A,N/A,N/A
Systemadministrator (m/w/d) Schwerpunkt Continuous Integration,DFN-CERT Services GmbH,IT-Stellen,"Hamburg, Deutschland",2025-05-04T19:19:26Z,N/A,N/A,N/A
Sachbearbeiter Einkauf​​​​​​​ (m/w/d),persona service AG & Co. KG • Niederlassung: Freiburg,IT-Stellen,"Waldkirch, Emmendingen (Kreis)",2025-05-04T01:45:50Z,40000,45000,N/A
(Junior) Product Marketing Manager (m/w/d),Tetra GmbH,IT-Stellen,"Melle, Osnabrück (Kreis)",2025-05-04T05:44:35Z,N/A,N/A,permanent
Technischer Produktdesigner (m/w/d) zur Unterstützung der Abteilung Auftragsabwicklung & Konstruktion in Vollzeit,Laaf PM & Walzenservice GmbH,IT-Stellen,"Mechernich, Euskirchen (Kreis)",2025-05-04T19:19:23Z,N/A,N/A,N/A
IT Support Technician (m/w/d),Fieldfisher Partnerschaft von Rechtsanwälten mbB,IT-Stellen,"München, München (Kreis)",2025-05-04T19:19:29Z,N/A,N/A,N/A
Junior Softwareentwickler (m/w/d) Kundenprojekte,camos Software und Beratung GmbH,IT-Stellen,"Mitte, Stuttgart",2025-05-04T05:47:08Z,N/A,N/A,N/A
Software-Paketierer im Application Deployment (m/w/d),NetCologne IT Services GmbH,IT-Stellen,"Köln, Nordrhein-Westfalen",2025-05-04T05:44:48Z,N/A,N/A,N/A
SAP Key-User Finance mit Perspektive: SAP-Inhouse-Beratung (m/w/d),Rieber GmbH & Co. KG,IT-Stellen,"Betzingen, Reutlingen",2025-05-04T13:47:43Z,N/A,N/A,N/A
Mechaniker in der Netzinstandsetzung (m/w/d),ESWE Versorgungs AG,IT-Stellen,"Wiesbaden, Wiesbaden (Kreis)",2025-05-04T05:44:47Z,N/A,N/A,N/A
Software-Entwickler Energiemanagement (m/w/d) Plattform und Frontend,Honda R&D Europe  GmbH,IT-Stellen,"Offenbach am Main, Hessen",2025-05-04T06:46:35Z,N/A,N/A,N/A
Junior Netzwerk- und IT-Sicherheitsspezialist*in (w/m/d),Stadtwerke Solingen GmbH,IT-Stellen,"Solingen, Nordrhein-Westfalen",2025-05-04T19:20:36Z,N/A,N/A,N/A
(Senior) Data Scientist - Telematik (w/m/d),HUK-COBURG Versicherungsgruppe,IT-Stellen,"Coburg, Coburg (Kreis)",2025-05-04T05:44:47Z,N/A,N/A,N/A
"Senior Manager Learning, Leadership / Organisational Development (m/w/d)",MEDICE Arzneimittel Pütter GmbH & Co. KG,IT-Stellen,"Bilveringsen, Iserlohn",2025-05-04T13:47:43Z,N/A,N/A,N/A
Duales Studium Informatik (B.Sc.) - ATES DACH GmbH,IU Internationale Hochschule,IT-Stellen,"Köln, Nordrhein-Westfalen",2025-05-04T19:20:43Z,N/A,N/A,N/A
SAP FI/CO Inhouse Consultant (m/w/d),Syntax Systems GmbH & Co. KG,IT-Stellen,"Weinheim, Rhein-Neckar-Kreis",2025-05-04T04:31:25Z,N/A,N/A,N/A
Vertriebsmitarbeiter/Technical Sales Manager (m/w/d) CamTec im Außendienst,wenglor sensoric gmbH,IT-Stellen,"Reutlingen, Reutlingen (Kreis)",2025-05-04T13:45:18Z,N/A,N/A,permanent
Fachingenieur (m/w/d) für die Elektronik- und Maschinenversicherung,BGV Badische Versicherungen,IT-Stellen,"Karlsruhe, Karlsruhe (Kreis)",2025-05-04T05:44:49Z,N/A,N/A,N/A
Automatisierungstechniker / SPS-Programmierer (m/w/d),GDI Intralogistics GmbH,IT-Stellen,"Irschenberg, Miesbach (Kreis)",2025-05-04T13:47:42Z,N/A,N/A,N/A
Technischer Produktdesigner (m/w/d) zur Unterstützung der Abteilung Auftragsabwicklung & Konstruktion in Vollzeit,Laaf PM & Walzenservice GmbH,IT-Stellen,"Mechernich, Euskirchen (Kreis)",2025-05-04T19:19:23Z,N/A,N/A,N/A
Mitarbeiter IT-Support (m/w/d),DIS AG,IT-Stellen,Deutschland,2025-05-04T21:47:53Z,N/A,N/A,N/A
Senior Prozessintegrator (w/m/div.),Bosch Gruppe,IT-Stellen,"Dresden, Sachsen",2025-05-04T07:23:21Z,N/A,N/A,N/A
Mitarbeiter IT-Support (m/w/d),DIS AG,IT-Stellen,"Mitte, Stuttgart",2025-05-04T21:47:53Z,N/A,N/A,N/A
Category Manager - IT (m/f/d),C&A Mode GmbH & Co. KG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-05-04T19:19:19Z,N/A,N/A,N/A
IT-Projekt Manager (w/m/d),KGS Software GmbH,IT-Stellen,"Neu-Isenburg, Offenbach (Kreis)",2025-05-04T19:19:18Z,N/A,N/A,N/A
Mitarbeiter IT-Support (m/w/d),DIS AG,IT-Stellen,Deutschland,2025-05-04T21:47:53Z,N/A,N/A,N/A
Mechatroniker (m/w/d) in 3-Schicht,DEKRA Arbeit GmbH,IT-Stellen,"Lahr/Schwarzwald, Ortenaukreis",2025-05-04T21:47:27Z,N/A,N/A,N/A
Teamleiter Data Management (Fokus SQL Server) - Engineering & Infrastructure (w/m/d),ORDIX AG,IT-Stellen,"Gebersdorf, Nürnberg",2025-05-04T21:14:48Z,N/A,N/A,permanent
Fachinformatiker/in Systemintegration (m/w/d),3C Noll GmbH,IT-Stellen,"Neuwied, Neuwied (Kreis)",2025-05-04T07:25:46Z,N/A,N/A,N/A
Category Manager - IT (m/f/d),C&A Mode GmbH & Co. KG,IT-Stellen,"Düsseldorf, Nordrhein-Westfalen",2025-05-04T19:19:19Z,N/A,N/A,N/A
Junior Verkäufer / Vertriebsrepräsentanten (m/w/d) - Region Süd - NRW,SITECH Deutschland GmbH,IT-Stellen,"Oberhausen, Weilheim-Schongau (Kreis)",2025-05-04T13:45:53Z,N/A,N/A,permanent
Serveradministrator (m/w/d),Bela,IT-Stellen,"Schreventeich, Kiel",2025-05-04T01:40:48Z,N/A,N/A,N/A
