title,company,category,location,created,salary_min,salary_max,contract_type
Versandmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Heilbronn,IT-Stellen,"Grollenhof, Heilbronn (Kreis)",2025-05-08T08:17:24Z,16,18,N/A
DevSecOps Engineer (f/m/d),Enpal B.V.,IT-Stellen,"Berlin, Deutschland",2025-05-08T04:10:07Z,N/A,N/A,N/A
MAG Schweißer (m/w/d),persona service AG & Co. KG • Niederlassung: Gütersloh,IT-Stellen,"Verl, Gütersloh (Kreis)",2025-05-08T08:17:24Z,18,20,N/A
Produktionshelfer (m/w/d) in Plettenberg,persona service AG & Co. KG • Niederlassung: Plettenberg,IT-Stellen,Deutschland,2025-05-08T08:17:25Z,14,16,N/A
"Senior Manager, Engineering, Systems - (Service Ops, Tech Foundations)",Delivery Hero,IT-Stellen,"Berlin, Deutschland",2025-05-08T04:10:09Z,N/A,N/A,N/A
Produktionsmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Plettenberg,IT-Stellen,"Plettenberg, Märkischer Kreis",2025-05-08T08:17:25Z,14,16,N/A
Fachlagerist (m/w/d),persona service AG & Co. KG • Niederlassung: Berlin Wedding,IT-Stellen,"Reinickendorf, Berlin",2025-05-08T08:17:24Z,16,18,N/A
Fuhrparkmanagement Specialist,MSX International,IT-Stellen,"Brühl, Rhein-Erft-Kreis",2025-05-08T04:10:04Z,N/A,N/A,N/A
Fachkraft für Lagerlogistik (m/w/d),persona service AG & Co. KG • Niederlassung: Hagen,IT-Stellen,"Wetter (Ruhr), Ennepe-Ruhr-Kreis",2025-05-08T01:49:41Z,20,22,N/A
Disponent Nah- und Fernverkehr (m/w/d),persona service AG & Co. KG • Niederlassung: Tuttlingen,IT-Stellen,"Aldingen, Tuttlingen (Kreis)",2025-05-08T01:49:46Z,18,20,N/A
Montierer Batteriefertigung (m/w/d),persona service AG & Co. KG • Niederlassung: Dresden Altstadt,IT-Stellen,"Pirna, Sächsische Schweiz-Osterzgebirge (Kreis)",2025-05-08T01:49:45Z,14,16,N/A
Baukalkulator (m/w/d),persona service AG & Co. KG • Niederlassung: Schwerin,IT-Stellen,"Gadebusch, Nordwestmecklenburg (Kreis)",2025-05-08T01:49:41Z,55000,60000,N/A
Automatisierungstechniker Pharma (m/w/d),persona service AG & Co. KG • Niederlassung: Oranienburg,IT-Stellen,"Oranienburg, Oberhavel (Kreis)",2025-05-08T08:17:24Z,55000,60000,N/A
IT Application Consultant - Operations,BEW Berliner Energie und Wärme GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T04:10:05Z,N/A,N/A,N/A
SAP HCM Payroll Lead,EmpHire,IT-Stellen,Deutschland,2025-05-08T04:41:05Z,N/A,N/A,contract
Radladerfahrer (m/w/d),persona service AG & Co. KG • Niederlassung: Döbeln,IT-Stellen,"Leisnig, Mittelsachsen (Kreis)",2025-05-08T08:17:24Z,16,18,N/A
IT Projektleiter - Logistik & Warehouse Management (m/w/d),Progressive Recruitment,IT-Stellen,"Köln, Nordrhein-Westfalen",2025-05-08T15:51:42Z,N/A,N/A,contract
Vertriebsmitarbeiter Innendienst (m/w/d),persona service AG & Co. KG • Niederlassung: Mannheim,IT-Stellen,"Innenstadt, Mannheim",2025-05-08T01:49:38Z,40000,45000,N/A
Fachkraft für Lagerlogistik (m/w/d),persona service AG & Co. KG • Niederlassung: Hagen,IT-Stellen,"Wetter (Ruhr), Ennepe-Ruhr-Kreis",2025-05-08T01:49:41Z,20,22,N/A
Büroassistenz (m/w/d),persona service AG & Co. KG • Niederlassung: Dresden Altstadt,IT-Stellen,"Blasewitz, Dresden",2025-05-08T08:17:24Z,16,18,N/A
Baukalkulator (m/w/d),persona service AG & Co. KG • Niederlassung: Schwerin,IT-Stellen,"Gadebusch, Nordwestmecklenburg (Kreis)",2025-05-08T01:49:41Z,55000,60000,N/A
Fertigungsmitarbeiter Elektronik (m/w/d),persona service AG & Co. KG • Niederlassung: Aachen,IT-Stellen,"Walheim, Aachen",2025-05-08T08:17:23Z,16,18,N/A
Industriemechaniker (m/w/d),persona service AG & Co. KG • Niederlassung: Braunschweig,IT-Stellen,"Watenbüttel, Braunschweig",2025-05-08T01:49:41Z,20,22,N/A
Produktionshelfer (m/w/d) in Plettenberg,persona service AG & Co. KG • Niederlassung: Plettenberg,IT-Stellen,Deutschland,2025-05-08T08:17:25Z,14,16,N/A
Elektroniker Schaltschrankbau (m/w/d) in Dresden,persona service AG & Co. KG • Niederlassung: Dresden Nord,IT-Stellen,"Pirna, Sächsische Schweiz-Osterzgebirge (Kreis)",2025-05-08T08:17:24Z,16,18,N/A
Application Owner Salesforce Service & Marketing Cloud (w/m/d),Deutsche Glasfaser,IT-Stellen,"Borken, Borken (Kreis)",2025-05-08T04:10:04Z,N/A,N/A,N/A
Elektroprüfer (m/w/d),persona service AG & Co. KG • Niederlassung: Berlin Wedding,IT-Stellen,"Charlottenburg, Berlin",2025-05-08T08:17:24Z,20,22,N/A
Produktionsmitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Plettenberg,IT-Stellen,"Plettenberg, Märkischer Kreis",2025-05-08T08:17:25Z,14,16,N/A
(Senior) Security Analyst (m/f/x) onsite / remote in Germany,Scalable GmbH,IT-Stellen,"München, München (Kreis)",2025-05-08T04:10:09Z,N/A,N/A,N/A
Business Development Manager (m/w/d),persona service AG & Co. KG • Niederlassung: Bruchsal,IT-Stellen,"Altbrand, Germersheim (Kreis)",2025-05-08T08:17:13Z,70000,80000,N/A
Staplerfahrer (m/w/d) in Plettenberg,persona service AG & Co. KG • Niederlassung: Plettenberg,IT-Stellen,Deutschland,2025-05-08T08:17:23Z,16,18,N/A
Automatisierungstechniker (m/w/d),persona service AG & Co. KG • Niederlassung: Greifswald,IT-Stellen,"Dargun, Mecklenburgische Seenplatte (Kreis)",2025-05-08T08:17:24Z,20,22,N/A
IT Application Manager ERP (m/w/d) in Olpe,persona service AG & Co. KG • Niederlassung: Olpe,IT-Stellen,"Kreuztal, Siegen-Wittgenstein (Kreis)",2025-05-08T08:17:24Z,80000,100000,N/A
SAP PP/QM Consultant,Darwin Recruitment,IT-Stellen,"Bayern, Deutschland",2025-05-08T15:51:26Z,N/A,N/A,contract
Konstruktionsmechaniker (m/w/d),persona service AG & Co. KG • Niederlassung: Rostock,IT-Stellen,"Biestow, Rostock",2025-05-08T14:16:07Z,16,18,N/A
Linux System Administrator (m/w/d),imos AG,IT-Stellen,Deutschland,2025-05-08T19:25:03Z,N/A,N/A,N/A
Maschinenführer (m/w/d),persona service AG & Co. KG • Niederlassung: Aachen,IT-Stellen,"Velau-Steinfurt, Stolberg",2025-05-08T08:17:24Z,18,20,N/A
Vertriebsmitarbeiter Innendienst (m/w/d),persona service AG & Co. KG • Niederlassung: Minden,IT-Stellen,"Aminghausen, Minden",2025-05-08T01:49:41Z,20,22,N/A
Monteur (m/w/d),persona service AG & Co. KG • Niederlassung: Dresden Nord,IT-Stellen,"Äußere Neustadt, Dresden",2025-05-08T08:17:24Z,16,18,N/A
Systemingenieur*in IT Operations,Hessischer Rundfunk,IT-Stellen,"Frankfurt am Main, Hessen",2025-05-08T19:25:23Z,N/A,N/A,N/A
Maschinen- und Anlagenführer (m/w/d),persona service AG & Co. KG • Niederlassung: Brandenburg,IT-Stellen,"Nauen, Havelland (Kreis)",2025-05-08T01:49:46Z,16,18,N/A
Cyber Security Engineer (m/w/d),WUND HOLDING GmbH,IT-Stellen,"Sinsheim, Rhein-Neckar-Kreis",2025-05-08T07:25:30Z,N/A,N/A,N/A
IT-Controller:in,enercity Netz GmbH,IT-Stellen,"Hannover, Region Hannover (Kreis)",2025-05-08T19:25:29Z,N/A,N/A,N/A
Entwicklungsingenieur (m/w/d),persona service AG & Co. KG • Niederlassung: Tuttlingen,IT-Stellen,"Tuttlingen, Tuttlingen (Kreis)",2025-05-08T08:17:25Z,70000,80000,N/A
IT-Systems Engineer und Projektmanager (m/w/d) - hybrides Arbeiten (Remote & Präsenz),DIS AG,IT-Stellen,"Troisdorf, Rhein-Sieg-Kreis",2025-05-08T07:24:13Z,N/A,N/A,N/A
SAP Application Manager (m/w/d),Panariagroup Deutschland GmbH,IT-Stellen,"Bremen, Deutschland",2025-05-08T19:25:35Z,N/A,N/A,N/A
Senior Service Manager Customer Application Management (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-05-08T19:24:42Z,N/A,N/A,N/A
Java Backend Developer (m/w/d),Peak One GmbH,IT-Stellen,"Hemelingen, Bremen",2025-05-08T15:51:40Z,65000,80000,permanent
Senior Software-Entwickler Java (m/w/d) dringend gesucht,RADAS Jobbörse & Personalvermittlung GmbH,IT-Stellen,"Bockenheim, Frankfurt am Main",2025-05-08T21:34:30Z,N/A,N/A,permanent
SAP S/4HANA SD Inhouse Consultant (m/w/d),ROTHENBERGER AG,IT-Stellen,"Kelkheim (Taunus), Main-Taunus-Kreis",2025-05-08T19:25:31Z,N/A,N/A,N/A
Sachbearbeiter Einkauf (m/w/d),persona service AG & Co. KG • Niederlassung: Bad Homburg,IT-Stellen,"Kirdorf, Bad Homburg",2025-05-08T08:17:24Z,40000,45000,N/A
Projektleiter SPS Softwareentwicklung - Programmierung / Elektrotechnik / Automatisierung (m/w/d),Morath Automatisierung GmbH,IT-Stellen,"Titisee-Neustadt, Breisgau-Hochschwarzwald (Kreis)",2025-05-08T07:21:54Z,N/A,N/A,N/A
Trainee (m/w/d) IT-Management und Digitalisierung,Diehl Stiftung & Co. KG,IT-Stellen,"Nürnberg, Bayern",2025-05-08T19:25:06Z,N/A,N/A,N/A
Senior UX/UI Designer (f/m/d),Enpal B.V.,IT-Stellen,"Friedrichshain, Berlin",2025-05-08T04:10:04Z,N/A,N/A,N/A
IT Projektassistent w/m/d,Computacenter AG & Co. oHG,IT-Stellen,"Berlin, Deutschland",2025-05-08T19:24:42Z,N/A,N/A,N/A
Duales Studium Angewandte Informatik (m/w/d),BARTEC GmbH,IT-Stellen,"Bad Mergentheim, Main-Tauber-Kreis",2025-05-08T19:24:44Z,N/A,N/A,N/A
Maschinenbediener / Montierer (m/w/d),persona service AG & Co. KG • Niederlassung: Landsberg,IT-Stellen,"Landsberg am Lech, Landsberg am Lech (Kreis)",2025-05-08T08:17:24Z,16,18,N/A
Softwareentwickler Maschinenbau (m/w/d),HAPEKO Deutschland GmbH,IT-Stellen,Deutschland,2025-05-08T19:24:45Z,N/A,N/A,N/A
Produktionshelfer Lack- und Farben (m/w/d),persona service AG & Co. KG • Niederlassung: Unna,IT-Stellen,"Lichtendorf, Dortmund",2025-05-08T01:49:45Z,14,16,N/A
AI Manager / Experte für Künstliche Intelligenz KI (m/w/d),CARITIVA GmbH,IT-Stellen,"Bad Kreuznach, Bad Kreuznach (Kreis)",2025-05-08T07:24:13Z,N/A,N/A,N/A
​IT-Spezialist Inputmanagement (m/w/d),LVM Versicherung,IT-Stellen,"Münster, Nordrhein-Westfalen",2025-05-08T19:24:42Z,N/A,N/A,N/A
SAP S/4HANA FI/CO Inhouse Consultant (m/w/d),ROTHENBERGER AG,IT-Stellen,"Kelkheim (Taunus), Main-Taunus-Kreis",2025-05-08T19:28:17Z,N/A,N/A,N/A
System- / Projektingenieur (d/m/w),thyssenkrupp Marine Systems GmbH,IT-Stellen,"Kiel, Schleswig-Holstein",2025-05-08T19:25:27Z,N/A,N/A,N/A
Operational Technology Infrastructure Engineer (f/m/d),FERRERO MSC GmbH & Co. KG,IT-Stellen,"Stadtallendorf, Marburg-Biedenkopf (Kreis)",2025-05-08T19:24:38Z,N/A,N/A,N/A
Technischer Mitarbeiter Zählerservice Strom (m/w/d),Bonn-Netz GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-05-08T07:25:09Z,N/A,N/A,N/A
IT Projektmanager w/m/d - Schwerpunkt Transition Management,Computacenter AG & Co. oHG,IT-Stellen,"Berlin, Deutschland",2025-05-08T19:26:15Z,N/A,N/A,N/A
Functional Application Manager (m/w/d),TenneT TSO GmbH,IT-Stellen,"Bayreuth, Bayreuth (Kreis)",2025-05-08T19:25:06Z,N/A,N/A,N/A
Student (m/f/d) for a bachelor / master thesis – AI-based pressure indication,DIEHL Metering GmbH,IT-Stellen,Deutschland,2025-05-08T19:25:05Z,N/A,N/A,N/A
Informatiker (m/w/d) Operative Informationssicherheit,VGH Versicherungen,IT-Stellen,"Hannover, Region Hannover (Kreis)",2025-05-08T19:25:04Z,N/A,N/A,N/A
Systemadministrator (m/w/d) Werks-IT,Nordgetreide GmbH & Co. KG,IT-Stellen,"Pritzwalk, Prignitz (Kreis)",2025-05-08T07:21:25Z,N/A,N/A,N/A
Kundenbetreuer (m/w/d),persona service AG & Co. KG • Niederlassung: Nürnberg,IT-Stellen,"Doos, Nürnberg",2025-05-08T08:17:23Z,14,16,N/A
Fachlagerist Ersatzteilmanagement (m/w/d),persona service AG & Co. KG • Niederlassung: Landsberg,IT-Stellen,"Landsberg am Lech, Landsberg am Lech (Kreis)",2025-05-08T08:17:24Z,18,20,N/A
IT Security Architekt (m/w/d),Deutsches Krebsforschungszentrum DKFZ,IT-Stellen,"Heidelberg, Baden-Württemberg",2025-05-08T19:24:39Z,N/A,N/A,N/A
"Ingenieur/in, Informatiker/in, Physiker/in, o. ä. (w/m/d) – Risiko- und Resilienzbewertungen",DLR Deutsches Zentrum für Luft- und Raumfahrt e. V.,IT-Stellen,"Bremerhaven, Bremen",2025-05-08T07:28:18Z,N/A,N/A,N/A
Hardwareentwickler für Testsysteme (w/m/d),HENSOLDT,IT-Stellen,"Ulm, Baden-Württemberg",2025-05-08T19:24:41Z,N/A,N/A,N/A
Senior IT-Anwendungsmanager / Softwarearchitekt Java m/w/d,DZ BANK AG,IT-Stellen,"Frankfurt am Main, Hessen",2025-05-08T19:27:21Z,N/A,N/A,N/A
IT Program Manager (all genders),BNP Paribas S.A.,IT-Stellen,"München, München (Kreis)",2025-05-08T19:29:42Z,N/A,N/A,N/A
IT-Referent/in (m/w/d),LOUPZ GmbH & Co. KG,IT-Stellen,"Essen, Nordrhein-Westfalen",2025-05-08T19:27:12Z,N/A,N/A,N/A
Ingenieur Energietechnik für Elektromontage Umspannanlagen (m/w/d),Westnetz GmbH,IT-Stellen,"Wesel, Wesel (Kreis)",2025-05-08T00:33:29Z,N/A,N/A,N/A
Meister/ Techniker Projektplanung Netze Strom (m/w/d),Westnetz GmbH,IT-Stellen,"Geldern, Kleve (Kreis)",2025-05-08T20:46:50Z,N/A,N/A,N/A
Teamleitung (m/w/divers) IT-Service,Caritasverband für die Diözese Augsburg e.V.,IT-Stellen,"Augsburg, Augsburg (Kreis)",2025-05-08T06:51:58Z,N/A,N/A,N/A
IT System Engineer Windows OS / IT Operations (w/m/d),50Hertz Transmission GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:51Z,N/A,N/A,N/A
IT System Engineer Storage & Computing (m/w/d),VARTA Microbattery GmbH,IT-Stellen,"Ellwangen (Jagst), Ostalbkreis",2025-05-08T19:25:07Z,N/A,N/A,N/A
Geoinformatiker für Administration Public Cloud (m/w/d),Westnetz GmbH,IT-Stellen,"Dortmund, Nordrhein-Westfalen",2025-05-08T20:46:47Z,N/A,N/A,N/A
Security Consultant (m/w/d),Computer Futures,IT-Stellen,Deutschland,2025-05-08T15:51:43Z,80000,90000,permanent
IT Solutions Manager (w/m/d),FIEGE Logistik Stiftung & Co. KG,IT-Stellen,"Münster, Nordrhein-Westfalen",2025-05-08T19:24:45Z,N/A,N/A,N/A
Software Developer C++ (w/m/d),Smart InsurTech AG,IT-Stellen,"Karlsruhe, Karlsruhe (Kreis)",2025-05-08T20:46:49Z,N/A,N/A,N/A
Meister Elektrotechnik für Projektplanung Netze Strom (m/w/d),Westnetz GmbH,IT-Stellen,"Wesel, Wesel (Kreis)",2025-05-08T20:46:48Z,N/A,N/A,N/A
Ingenieur (m/w/d) als Systemarchitekt / Produktmanager,Rosen Technology & Research Center GmbH,IT-Stellen,"Lingen, Lingen (Ems)",2025-05-08T19:28:20Z,N/A,N/A,N/A
Techniker als Sachbearbeiter Technische Datenbanken (m/w/d)*,Schleswig-Holstein Netz AG,IT-Stellen,Deutschland,2025-05-08T20:46:50Z,N/A,N/A,N/A
Fachwirt Immobilien als Product Owner ERP Software Wohnungswirtschaft (w/m/d),Dr. Klein Wowi Digital AG,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:50Z,N/A,N/A,N/A
Application Owner Salesforce Sales Cloud (w/m/d),Deutsche Glasfaser,IT-Stellen,"Saarlouis, Saarlouis (Kreis)",2025-05-08T16:02:22Z,N/A,N/A,N/A
IT-Supporter (m/w/d),JOB GmbH,IT-Stellen,"Ahrensburg, Stormarn (Kreis)",2025-05-08T19:24:46Z,N/A,N/A,N/A
Informatiker:in als System Engineer IT-Infrastruktur,Enercity AG,IT-Stellen,"Hannover, Region Hannover (Kreis)",2025-05-08T20:46:51Z,N/A,N/A,N/A
Software Developer:in zur Weiterentwicklung des zentralen ERP-Systems (m/w/d),STRABAG BRVZ GmbH & Co. KG,IT-Stellen,"Köln, Nordrhein-Westfalen",2025-05-08T19:25:08Z,N/A,N/A,N/A
Techniker Elektrotechnik für Schutzprüfungen Sekundärtechnik (m/w/d),50Hertz Transmission GmbH,IT-Stellen,"Charlottenburg, Berlin",2025-05-08T20:46:51Z,N/A,N/A,N/A
Salesforce Application Consultant – Service (m/w/x),ZEISS,IT-Stellen,"Oberkochen, Ostalbkreis",2025-05-08T19:24:39Z,N/A,N/A,N/A
Product Owner Netzberechnungen & Simulation (w/m/d),50Hertz Transmission GmbH,IT-Stellen,Deutschland,2025-05-08T20:46:52Z,N/A,N/A,N/A
Software Entwicklerin als Product Owner Next Generation Netzleitsystem (w/m/d),50Hertz Transmission GmbH,IT-Stellen,Deutschland,2025-05-08T20:46:51Z,N/A,N/A,N/A
Sicherheitsmitarbeiter mit GSSK - Notruf und Serviceleitstelle (m/w/d),e-shelter security GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-05-08T19:26:29Z,N/A,N/A,N/A
Energietechniker als Trainee Projektsteuerung Energiebranche (w/m/d),50Hertz Transmission GmbH,IT-Stellen,"Rostock, Mecklenburg-Vorpommern",2025-05-08T20:46:51Z,N/A,N/A,N/A
Ingenieur Energietechnik für AC-Kabelanlagen und Rückbaumaßnahmen (m/w/d),50Hertz Transmission GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:52Z,N/A,N/A,N/A
Senior Systems Engineer (m/w/d) – Mainframe Produktionssteuerung (m/w/d),BWI GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T00:33:26Z,N/A,N/A,N/A
IT-Projektmanager (m/w/d),HAMBURG WASSER,IT-Stellen,"Hamburg, Deutschland",2025-05-08T00:33:26Z,N/A,N/A,N/A
Softwareentwicklerin für Application Management IT-Projekte (m/w/d),50Hertz Transmission GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:52Z,N/A,N/A,N/A
Bilanzbuchhalter (m/w/d) - zentral in Hamburg,DIS AG,IT-Stellen,"Hamburg-Altstadt, Hamburg",2025-05-08T06:44:54Z,N/A,N/A,N/A
Teamleiter (w/m/d) Inbetriebnahme,Stadler Deutschland GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T19:25:07Z,N/A,N/A,N/A
Techniker / Meister Energietechnik Projektplanung Versorgungstechnik (m/w/d),Westnetz GmbH,IT-Stellen,"Geldern, Kleve (Kreis)",2025-05-08T20:46:48Z,N/A,N/A,N/A
Senior Systems Engineer (m/w/d) – Mainframe Produktionssteuerung (m/w/d),BWI GmbH,IT-Stellen,"München, München (Kreis)",2025-05-08T00:33:26Z,N/A,N/A,N/A
Product Owner ERP Software - Projektmanagement (w/m/d),Dr. Klein Wowi Digital AG,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:51Z,N/A,N/A,N/A
Fachinformatiker / Systemadministrator (m/w/d),B. Strautmann & Söhne GmbH u. Co. KG,IT-Stellen,"Bad Laer, Osnabrück (Kreis)",2025-05-08T19:27:18Z,N/A,N/A,N/A
IT-Administrator / Systemadministrator (w/m/d),STADT UND LAND Wohnbauten-Gesellschaft mbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T19:26:36Z,N/A,N/A,N/A
Ingenieur Elektrotechnik Leitung von technischen Projekten / Teilprojekten (m/w/d),50Hertz Transmission GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:52Z,N/A,N/A,N/A
Senior Support Engineer (m/w/d) – Microsoft 365 & Azure,IT sure GmbH,IT-Stellen,"Neu-Ulm, Neu-Ulm (Kreis)",2025-05-08T19:27:15Z,N/A,N/A,N/A
Montagemitarbeiter (m/w/d),persona service AG & Co. KG • Niederlassung: Heilbronn,IT-Stellen,"Grollenhof, Heilbronn (Kreis)",2025-05-08T08:17:24Z,16,18,N/A
GIS-Ingenieur für Datenintegration Energiewende (m/w/d),50Hertz Transmission GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:51Z,N/A,N/A,N/A
Weiterbildung als Robotikspezialist mit Fokus auf SPS und Automatisierungstechnik (m/w/d) - Auch ohne Vorkenntnisse,Smart Future Campus GmbH,IT-Stellen,"Zentrum, Bonn",2025-05-08T21:32:27Z,N/A,N/A,permanent
Lead System Engineer (CldGIS) (m/w/d),BWI GmbH,IT-Stellen,"Frankfurt am Main, Hessen",2025-05-08T00:33:26Z,N/A,N/A,N/A
Business Analyst ERP Software Wohnungswirtschaft (w/m/d),Dr. Klein Wowi Digital AG,IT-Stellen,"München, München (Kreis)",2025-05-08T20:46:50Z,N/A,N/A,N/A
Professorship Software Development on Campus (m/f/d) in Berlin,IU Internationale Hochschule GmbH,IT-Stellen,"Grunewald, Berlin",2025-05-08T22:56:44Z,N/A,N/A,N/A
"Sachbearbeiter*in (m/w/d) - Abteilung Datenmanagement im Team EFA-Datenmanagement""",Verkehrsverbund Rhein-Neckar GmbH,IT-Stellen,"Mannheim, Baden-Württemberg",2025-05-08T05:50:07Z,N/A,N/A,N/A
"Werde Cloud Master durch Kombination: AWS re/Start, DEvOps und Python (m/w/d)",Techstarter GmbH,IT-Stellen,"Laurensberg, Aachen",2025-05-08T21:32:33Z,N/A,N/A,permanent
Testingenieur - Batterytesting (w/m/d),Brunel Germany,IT-Stellen,"Innenstadt, Braunschweig",2025-05-08T14:46:02Z,N/A,N/A,N/A
IT Manager:in Informationssicherheit & Risikomanagement,Enercity AG,IT-Stellen,"Hannover, Region Hannover (Kreis)",2025-05-08T20:46:50Z,N/A,N/A,N/A
Software Developer C++ (w/m/d),Smart InsurTech AG,IT-Stellen,"Braunschweig, Niedersachsen",2025-05-08T20:46:49Z,N/A,N/A,N/A
Informatikerin als Product Owner Netzberechnungsprodukte (w/m/d),50Hertz Transmission GmbH,IT-Stellen,Deutschland,2025-05-08T20:46:51Z,N/A,N/A,N/A
(Senior) Software Architect (m/w/d),Maurer Electronics GmbH,IT-Stellen,"Hamburg, Deutschland",2025-05-08T00:33:28Z,N/A,N/A,N/A
IT-Experte und Cloud-Engineer mit Datenbankfokus (m/w/d),Westnetz GmbH,IT-Stellen,"Dortmund, Nordrhein-Westfalen",2025-05-08T00:33:28Z,N/A,N/A,N/A
Weiterbildung als Robotikspezialist mit Fokus auf SPS und Automatisierungstechnik (m/w/d) - Auch ohne Vorkenntnisse,Smart Future Campus GmbH,IT-Stellen,"Altstadt, Duisburg",2025-05-08T21:32:29Z,N/A,N/A,permanent
IT-Spezialist/-in (m/w/d) für VS-Kommunikationssysteme im Referat 114,Bundeskanzleramt,IT-Stellen,"Berlin, Deutschland",2025-05-08T06:51:58Z,N/A,N/A,N/A
"Werde Cloud Master durch Kombination: AWS re/Start, DEvOps und Python (m/w/d)",Techstarter GmbH,IT-Stellen,"Innenstadt, Euskirchen",2025-05-08T21:32:36Z,N/A,N/A,permanent
Senior System Engineer (gn) Intune & SCCM Specialist,SoftwareOne Deutschland GmbH,IT-Stellen,"Leipzig, Leipzig (Kreis)",2025-05-08T19:24:42Z,N/A,N/A,N/A
Ingenieur Nachrichtentechnik für IP-Security / Netzwerkinfrastruktur (m/w/d),50Hertz Transmission GmbH,IT-Stellen,"Berlin, Deutschland",2025-05-08T20:46:52Z,N/A,N/A,N/A
Ausbildung zum/zur Fachinformatiker/in Systemintegration (m/w/d),Erich Jaeger GmbH + Co. KG,IT-Stellen,"Friedberg, Aichach-Friedberg (Kreis)",2025-05-08T19:25:07Z,N/A,N/A,N/A
