title,company,category,location,created,salary_min,salary_max,contract_type
"Karrierewechsel einfach: Werde (Junior) Web-Entwickler - 100% remote, ohne Vorkenntnisse (m/w/d/)",Syntax Institut,IT-Stellen,"Neustadt, Waiblingen",2025-04-13T21:00:18Z,N/A,N/A,permanent
Stellenangebot Data Engineer (m/w/d) bei CHEFS CULINAR West GmbH & Co. KG,CITTI Handelsgesellschaft mbH u. Co. KG,IT-Stellen,"Weeze, Kleve (Kreis)",2025-04-13T00:09:25Z,N/A,N/A,N/A
(Senior) Developer im Bereich IT Data & Analytics (w/m/d),Apleona GmbH,IT-Stellen,"Neu-Isenburg, Offenbach (Kreis)",2025-04-13T19:02:37Z,N/A,N/A,N/A
Business Partner IT Business Central (gn),Peter Cremer Holding GmbH & Co. KG.,IT-Stellen,"Hamburg, Deutschland",2025-04-13T19:02:31Z,N/A,N/A,N/A
"Deine Chance: Werde (Junior) Softwareentwickler - Quereinstieg, 100% online (m/w/d/)",Syntax Institut,IT-Stellen,"Mitte, Gladbeck",2025-04-13T21:00:18Z,N/A,N/A,permanent
Senior Softwareentwickler - Maschinenbau / SPS / Bussysteme (m/w/d),Burri Werkzeugmaschinen GmbH & Co. KG,IT-Stellen,"Villingendorf, Rottweil (Kreis)",2025-04-13T07:05:30Z,N/A,N/A,N/A
"Karrierewechsel einfach: Werde (Junior) Web-Entwickler - 100% remote, ohne Vorkenntnisse (m/w/d/)",Syntax Institut,IT-Stellen,"Buckenberg, Pforzheim",2025-04-13T21:00:16Z,N/A,N/A,permanent
Neuroevolution AI Engineer (m/w/d) – Self-Learning UAV Intelligence & Adaptive Swarm Behavior,autonomous-teaming,IT-Stellen,Deutschland,2025-04-13T23:04:51Z,N/A,N/A,N/A
Professur Informatik im Dualen Studium (m/w/d) in Erfurt,IU Internationale Hochschule GmbH,IT-Stellen,"Daberstedt, Erfurt",2025-04-13T03:25:26Z,N/A,N/A,N/A
IT Security Engineer (m/w/d) (Verwaltungsangestellte/Verwaltungsangestellter – m/w/d),Hochschule Bochum - Bochum University of Applied Sciences,IT-Stellen,"Bochum, Nordrhein-Westfalen",2025-04-13T18:58:48Z,N/A,N/A,N/A
Senior Expert Programmmanagement HR-IT / Personalsysteme (m/w/d),Finanz Informatik GmbH & Co. KG,IT-Stellen,"Frankfurt am Main, Hessen",2025-04-13T06:58:01Z,N/A,N/A,N/A
(Lead/Managing) Consultant Meldewesen mit Abacus360 Banking (m/w/x) in Frankfurt a. M.,NTT DATA Deutschland SE von Jobs-Daheim.de,IT-Stellen,"Frankfurt am Main, Hessen",2025-04-13T22:00:16Z,N/A,N/A,N/A
Systemadministrator (m/w/d),VSMA GmbH,IT-Stellen,"Frankfurt am Main, Hessen",2025-04-13T19:02:33Z,N/A,N/A,N/A
Stellv. IT-Sicherheitsexperte (m/w/d),NVL B.V. & Co. KG,IT-Stellen,"Bremen, Deutschland",2025-04-13T04:38:17Z,N/A,N/A,N/A
Koordinator (m/w/d) Dokumenten- und Prozessmanagement,Schaffmann CES,IT-Stellen,"Arheilgen, Darmstadt",2025-04-13T21:00:18Z,N/A,N/A,contract
Senior IT-Servicetechniker (m/w/d),BWI GmbH,IT-Stellen,"Neubrandenburg, Mecklenburgische Seenplatte (Kreis)",2025-04-13T19:00:22Z,N/A,N/A,N/A
IT Engineer (m/w/d) - Network Services,m3connect GmbH,IT-Stellen,"Laurensberg, Aachen",2025-04-13T13:04:40Z,N/A,N/A,N/A
IT-Revisor-Auditor (m/w/d),Bezirkskliniken Mittelfranken,IT-Stellen,"Ansbach, Ansbach (Kreis)",2025-04-13T19:02:37Z,N/A,N/A,N/A
IT-Systemadministrator (m/w/d),Roto Frank Professional Service GmbH,IT-Stellen,"Leinfelden-Echterdingen, Esslingen (Kreis)",2025-04-13T19:02:43Z,N/A,N/A,N/A
ERP-Anwendungsentwickler für Microsoft Systeme (m/w/d),Burghardt+Schmidt GmbH,IT-Stellen,"Remchingen, Enzkreis",2025-04-13T06:01:30Z,N/A,N/A,N/A
Schulabsolventin für Duales Studium Informatik (B.Sc.) 2023 (m/w/d),Swarco AG,IT-Stellen,"Gaggenau, Rastatt (Kreis)",2025-04-13T09:43:59Z,N/A,N/A,N/A
Technischer Assistent (m/w/d) in der Mikroelektronik - Vollzeit / Teilzeit,Institut für Mikroelektronik Stuttgart IMS CHIPS,IT-Stellen,"Büsnau, Stuttgart",2025-04-13T17:49:06Z,N/A,N/A,N/A
"Quereinstieg zum (Junior) App-Entwickler - 100% remote, ohne Vorkenntnisse (m/w/d/)",Syntax Institut,IT-Stellen,"Hervest, Dorsten",2025-04-13T21:00:18Z,N/A,N/A,permanent
Duales Studium B.Sc. Informatik 2023 (m/w/d),Swarco AG,IT-Stellen,"Gaggenau, Rastatt (Kreis)",2025-04-13T09:43:59Z,N/A,N/A,N/A
Mechatroniker (m/w/d),DEKRA Arbeit GmbH,IT-Stellen,"Marienberg, Erzgebirgskreis",2025-04-13T21:25:53Z,N/A,N/A,N/A
Techniker / Meister Hochspannung (m/w/d),SachsenNetze GmbH,IT-Stellen,"Dresden, Sachsen",2025-04-13T12:42:31Z,N/A,N/A,N/A
Wir suchen aktuell: IT Systemadministrator (m/w/d) in Niedereschach,Panemus,IT-Stellen,"Weilersbach, Villingen-Schwenningen",2025-04-13T01:00:03Z,39520,52000,N/A
Senior Consultant SAP S/4HANA Transformation / Migration (m/w/d) SLO,cbs Corporate Business Solutions Unternehmensberatung GmbH,IT-Stellen,"Heidelberg, Baden-Württemberg",2025-04-13T06:57:38Z,N/A,N/A,N/A
"Deine Chance: Werde (Junior) Softwareentwickler - Quereinstieg, 100% online (m/w/d/)",Syntax Institut,IT-Stellen,"Flughafen, Frankfurt am Main",2025-04-13T21:00:16Z,N/A,N/A,permanent
Prozessmanager Smart Metering (m/w/d),Städtische Werke Netz + Service GmbH,IT-Stellen,"Mitte, Kassel",2025-04-13T01:39:33Z,N/A,N/A,N/A
Softwareentwickler für Embedded Systeme (m/w/d),Swarco AG,IT-Stellen,"Innenstadt, Trier",2025-04-13T09:43:35Z,N/A,N/A,N/A
IT-Expert (m/w/d),BWI GmbH,IT-Stellen,"Bonn, Nordrhein-Westfalen",2025-04-13T19:02:28Z,N/A,N/A,N/A
Wir suchen aktuell: Rohrschlosser (m/w/d) in Grenzach-Wyhlen,External Development,IT-Stellen,"Grenzach-Wyhlen, Lörrach (Kreis)",2025-04-13T00:38:08Z,N/A,N/A,N/A
Working Student / Cloud Software Engineering,ASEG-Adobe Systems Engineering,IT-Stellen,"Hamburg, Deutschland",2025-04-13T21:46:55Z,N/A,N/A,N/A
Senior Hardwareentwickler – FPGA & Embedded Systems für Medizintechnik (m/w/d),Ziehm Imaging GmbH,IT-Stellen,"Nürnberg, Bayern",2025-04-13T19:02:10Z,N/A,N/A,N/A
Network Security Engineer (m/w/d) in Erfurt,accompio GmbH von Jobs-Daheim.de,IT-Stellen,"Erfurt, Erfurt (Kreis)",2025-04-13T22:00:20Z,N/A,N/A,N/A
Senior Hardwareentwickler – FPGA & Embedded Systems für Medizintechnik (m/w/d),Ziehm Imaging GmbH,IT-Stellen,"Nürnberg, Bayern",2025-04-13T19:02:10Z,N/A,N/A,N/A
Network Security Engineer (m/w/d) in Erfurt,accompio GmbH von Jobs-Daheim.de,IT-Stellen,"Erfurt, Erfurt (Kreis)",2025-04-13T22:00:20Z,N/A,N/A,N/A
Senior Hardwareentwickler – FPGA & Embedded Systems für Medizintechnik (m/w/d),Ziehm Imaging GmbH,IT-Stellen,"Nürnberg, Bayern",2025-04-13T19:02:10Z,N/A,N/A,N/A
Network Security Engineer (m/w/d) in Erfurt,accompio GmbH von Jobs-Daheim.de,IT-Stellen,"Erfurt, Erfurt (Kreis)",2025-04-13T22:00:20Z,N/A,N/A,N/A
Senior Hardwareentwickler – FPGA & Embedded Systems für Medizintechnik (m/w/d),Ziehm Imaging GmbH,IT-Stellen,"Nürnberg, Bayern",2025-04-13T19:02:10Z,N/A,N/A,N/A
Network Security Engineer (m/w/d) in Erfurt,accompio GmbH von Jobs-Daheim.de,IT-Stellen,"Erfurt, Erfurt (Kreis)",2025-04-13T22:00:20Z,N/A,N/A,N/A
Senior Hardwareentwickler – FPGA & Embedded Systems für Medizintechnik (m/w/d),Ziehm Imaging GmbH,IT-Stellen,"Nürnberg, Bayern",2025-04-13T19:02:10Z,N/A,N/A,N/A
Network Security Engineer (m/w/d) in Erfurt,accompio GmbH von Jobs-Daheim.de,IT-Stellen,"Erfurt, Erfurt (Kreis)",2025-04-13T22:00:20Z,N/A,N/A,N/A
Senior Hardwareentwickler – FPGA & Embedded Systems für Medizintechnik (m/w/d),Ziehm Imaging GmbH,IT-Stellen,"Nürnberg, Bayern",2025-04-13T19:02:10Z,N/A,N/A,N/A
Network Security Engineer (m/w/d) in Erfurt,accompio GmbH von Jobs-Daheim.de,IT-Stellen,"Erfurt, Erfurt (Kreis)",2025-04-13T22:00:20Z,N/A,N/A,N/A
